spec_key,source_specification_id,spec_number,spec_version,spec_title,spec_type_code,spec_type_name,product_key,material_key,site_key,market_key,status_code,status_name,stage_code,stage_name,ctd_section,compendia_reference,effective_start_date,effective_end_date,effective_start_date_key,effective_end_date_key,approval_date,approval_date_key,approver_name,approved_by,supersedes_spec_id,supersedes_spec_key,is_current,valid_from,valid_to,load_timestamp
461055029433401343,SPEC-001244,QC-SPEC-2025-001244,3.0,Empagliflozin In-Process Control Specification,IPC,In-Process Control,890505445597044733,723823336645500415,667669419394748145,1084898903644199868,DRA,Draft,CLI,Clinical,3.2.S.4.1,USP,2021-07-09,,20210709,,2021-06-18,20210618,Approver-30,user-31,,,True,2026-02-28T20:37:29.719559,,2026-02-28T20:37:29.719559
508974894445455953,SPEC-001245,QC-SPEC-2026-001245,1.3,Rivaroxaban In-Process Control Specification,IPC,In-Process Control,844651741553426470,764059642484495786,1090498828547780005,4150961011720645,APP,Approved,CLI,Clinical,3.2.S.4.1,,2025-09-12,,20250912,,2025-09-09,20250909,Approver-31,user-13,,,True,2026-02-28T20:37:29.719575,,2026-02-28T20:37:29.719576
210256167395315907,SPEC-001246,QC-SPEC-2020-001246,3.0,Adalimumab Excipient Specification,EXCIP,Excipient,639308617167818734,594404923251468217,114090057959650911,624061991745648713,DRA,Draft,DEV,Development,3.2.S.4.1,JP,2022-07-16,,20220716,,2022-06-23,20220623,Approver-9,user-42,,,True,2026-02-28T20:37:29.719598,,2026-02-28T20:37:29.719599
986848765773011085,SPEC-001247,QC-SPEC-2021-001247,2.0,Pembrolizumab Drug Product Specification,DP,Drug Product,725382454630324221,583606366202258342,467373117589015664,837476206580645380,SUP,Superseded,DEV,Development,3.2.S.4.2,EP,2025-11-21,,20251121,,2025-10-23,20251023,Approver-12,user-47,,,True,2026-02-28T20:37:29.719613,,2026-02-28T20:37:29.719614
679435486571904724,SPEC-001248,QC-SPEC-2022-001248,3.4,Ibuprofen Drug Product Specification,DP,Drug Product,1073560278509988659,888633605022348339,467373117589015664,225472403720219151,DRA,Draft,CLI,Clinical,3.2.P.5.2,EP,2021-02-13,,20210213,,2021-01-23,20210123,Approver-19,user-49,,,True,2026-02-28T20:37:29.719628,,2026-02-28T20:37:29.719629
58507632214876466,SPEC-001249,QC-SPEC-2023-001249,3.0,Clopidogrel Intermediate Specification,INTERMED,Intermediate,797639580378804017,193712716570772715,1130895423210570657,837476206580645380,DRA,Draft,DEV,Development,3.2.P.5.2,BP,2023-02-18,,20230218,,2023-02-10,20230210,Approver-27,user-23,,,True,2026-02-28T20:37:29.719642,,2026-02-28T20:37:29.719643
940379221219010944,SPEC-001250,QC-SPEC-2024-001250,4.4,Clopidogrel In-Process Control Specification,IPC,In-Process Control,797639580378804017,295177332408227902,612600359045210181,760111678575971204,APP,Approved,DEV,Development,3.2.P.5.1,,2020-09-23,,20200923,,2020-09-12,20200912,Approver-37,user-19,,,True,2026-02-28T20:37:29.719656,,2026-02-28T20:37:29.719657
107107133807786596,SPEC-001251,QC-SPEC-2025-001251,2.7,Pembrolizumab Drug Substance Specification,DS,Drug Substance,721605275020364477,502673623809815550,19632869490552304,1005634818862496797,DRA,Draft,CLI,Clinical,3.2.P.5.1,JP,2020-09-23,,20200923,,2020-08-25,20200825,Approver-20,user-41,,,True,2026-02-28T20:37:29.719671,,2026-02-28T20:37:29.719672
82472658274612925,SPEC-001252,QC-SPEC-2026-001252,1.1,Vildagliptin Drug Product Specification,DP,Drug Product,835465806129470165,1048965702182130969,28990666482691588,646216603064030264,DRA,Draft,CLI,Clinical,3.2.P.5.1,EP,2022-01-03,,20220103,,2021-12-21,20211221,Approver-21,user-25,,,True,2026-02-28T20:37:29.719688,,2026-02-28T20:37:29.719689
207369321957335756,SPEC-001253,QC-SPEC-2020-001253,2.3,Adalimumab Raw Material Specification,RM,Raw Material,301899118155667719,123087233989120731,192968342959973654,809932346083823820,SUP,Superseded,CLI,Clinical,3.2.S.4.2,BP,2020-05-24,,20200524,,2020-05-03,20200503,Approver-46,user-25,,,True,2026-02-28T20:37:29.719702,,2026-02-28T20:37:29.719703
313150821852607179,SPEC-001254,QC-SPEC-2021-001254,3.3,Sertraline Excipient Specification,EXCIP,Excipient,1041009993852935315,283479010580150483,317572024261877103,809932346083823820,SUP,Superseded,COM,Commercial,3.2.S.4.1,,2021-11-18,,20211118,,2021-10-30,20211030,Approver-25,user-6,,,True,2026-02-28T20:37:29.719721,,2026-02-28T20:37:29.719721
433488263362762247,SPEC-001255,QC-SPEC-2022-001255,1.9,Clopidogrel Intermediate Specification,INTERMED,Intermediate,556733323901889152,337757603870673672,723297155562110187,680573631773592303,DRA,Draft,DEV,Development,3.2.S.4.1,JP,2022-02-24,,20220224,,2022-02-04,20220204,Approver-9,user-18,,,True,2026-02-28T20:37:29.719736,,2026-02-28T20:37:29.719737
327240968658300057,SPEC-001256,QC-SPEC-2023-001256,2.4,Ibuprofen In-Process Control Specification,IPC,In-Process Control,390394683928509853,394980315648892990,721739277798666228,691862151663912276,SUP,Superseded,DEV,Development,3.2.S.4.2,EP,2021-12-28,,20211228,,2021-12-11,20211211,Approver-13,user-20,,,True,2026-02-28T20:37:29.719750,,2026-02-28T20:37:29.719750
239014064706922233,SPEC-001257,QC-SPEC-2024-001257,3.1,Apixaban In-Process Control Specification,IPC,In-Process Control,262703666920291145,266485247292728121,212293228681572212,268484554233295199,SUP,Superseded,COM,Commercial,3.2.S.4.2,BP,2022-05-04,,20220504,,2022-04-18,20220418,Approver-40,user-17,,,True,2026-02-28T20:37:29.719764,,2026-02-28T20:37:29.719765
453890103892244349,SPEC-001258,QC-SPEC-2025-001258,5.2,Dulaglutide In-Process Control Specification,IPC,In-Process Control,1115958671608017070,116966155853036868,1114374057383523306,809932346083823820,APP,Approved,COM,Commercial,3.2.S.4.2,,2023-03-10,,20230310,,2023-03-02,20230302,Approver-9,user-36,,,True,2026-02-28T20:37:29.719779,,2026-02-28T20:37:29.719779
812861832048481396,SPEC-001259,QC-SPEC-2026-001259,3.2,Escitalopram Raw Material Specification,RM,Raw Material,315787138290419757,265169202646251670,547473128815303591,556594667284305129,DRA,Draft,DEV,Development,3.2.P.5.2,,2020-03-29,,20200329,,2020-03-10,20200310,Approver-18,user-31,,,True,2026-02-28T20:37:29.719794,,2026-02-28T20:37:29.719794
1059197595975547802,SPEC-001260,QC-SPEC-2020-001260,3.3,Clopidogrel In-Process Control Specification,IPC,In-Process Control,289500056663981898,877432463867993490,317572024261877103,869990322986917753,APP,Approved,DEV,Development,3.2.P.5.2,,2024-09-24,,20240924,,2024-09-14,20240914,Approver-7,user-31,,,True,2026-02-28T20:37:29.719808,,2026-02-28T20:37:29.719811
1077117424377352731,SPEC-001261,QC-SPEC-2021-001261,1.0,Azithromycin Excipient Specification,EXCIP,Excipient,962706614028708304,86464721410708132,114090057959650911,719834040361105234,DRA,Draft,DEV,Development,3.2.P.5.2,JP,2025-11-12,,20251112,,2025-11-05,20251105,Approver-9,user-36,,,True,2026-02-28T20:37:29.719829,,2026-02-28T20:37:29.719829
759644844188347071,SPEC-001262,QC-SPEC-2022-001262,4.8,Semaglutide Intermediate Specification,INTERMED,Intermediate,783719879712431805,684482010129499108,1114374057383523306,1045047908631349298,DRA,Draft,DEV,Development,3.2.S.4.2,BP,2024-07-04,,20240704,,2024-06-12,20240612,Approver-29,user-38,,,True,2026-02-28T20:37:29.719846,,2026-02-28T20:37:29.719847
720616744551024352,SPEC-001263,QC-SPEC-2023-001263,1.6,Azithromycin Intermediate Specification,INTERMED,Intermediate,962706614028708304,688916448201325044,327217897043323182,691862151663912276,SUP,Superseded,COM,Commercial,3.2.P.5.1,USP,2021-03-12,,20210312,,2021-02-25,20210225,Approver-17,user-40,,,True,2026-02-28T20:37:29.719861,,2026-02-28T20:37:29.719862
581973310214449167,SPEC-001264,QC-SPEC-2024-001264,3.6,Canagliflozin Excipient Specification,EXCIP,Excipient,1013423603093668844,364972743274407268,883128150624758965,268484554233295199,APP,Approved,DEV,Development,3.2.S.4.2,JP,2025-01-09,,20250109,,2025-01-05,20250105,Approver-27,user-28,,,True,2026-02-28T20:37:29.719875,,2026-02-28T20:37:29.719876
771487611523781026,SPEC-001265,QC-SPEC-2025-001265,1.1,Empagliflozin In-Process Control Specification,IPC,In-Process Control,733252189330924557,851626079137934005,766016181409944976,1005634818862496797,DRA,Draft,DEV,Development,3.2.S.4.2,BP,2025-08-31,,20250831,,2025-08-17,20250817,Approver-43,user-19,,,True,2026-02-28T20:37:29.719889,,2026-02-28T20:37:29.719890
591836077796427471,SPEC-001266,QC-SPEC-2026-001266,5.6,Rosuvastatin Raw Material Specification,RM,Raw Material,144974586768442546,170355098683634680,547473128815303591,510218675243733257,SUP,Superseded,COM,Commercial,3.2.P.5.2,USP,2022-04-29,,20220429,,2022-04-17,20220417,Approver-18,user-21,,,True,2026-02-28T20:37:29.719904,,2026-02-28T20:37:29.719904
260780654554052196,SPEC-001267,QC-SPEC-2020-001267,3.4,Canagliflozin Drug Substance Specification,DS,Drug Substance,1001535106285661004,798208393350818941,1090498828547780005,869990322986917753,SUP,Superseded,CLI,Clinical,3.2.P.5.1,EP,2022-07-28,,20220728,,2022-07-12,20220712,Approver-46,user-48,,,True,2026-02-28T20:37:29.719923,,2026-02-28T20:37:29.719924
537039329504921325,SPEC-001268,QC-SPEC-2021-001268,3.7,Dulaglutide Raw Material Specification,RM,Raw Material,1115958671608017070,1003496438710335743,994180550334117185,680573631773592303,APP,Approved,COM,Commercial,3.2.P.5.1,JP,2021-11-18,,20211118,,2021-10-20,20211020,Approver-3,user-9,,,True,2026-02-28T20:37:29.719937,,2026-02-28T20:37:29.719938
1073056516125351560,SPEC-001269,QC-SPEC-2022-001269,2.6,Trastuzumab Raw Material Specification,RM,Raw Material,926258573167212873,649528953015767209,667669419394748145,556594667284305129,APP,Approved,COM,Commercial,3.2.P.5.2,,2025-07-02,,20250702,,2025-06-18,20250618,Approver-5,user-41,,,True,2026-02-28T20:37:29.719954,,2026-02-28T20:37:29.719955
74202228821492156,SPEC-001270,QC-SPEC-2023-001270,5.0,Sitagliptin Excipient Specification,EXCIP,Excipient,372729312466864872,227014722596443513,196092002886341781,151224252208255654,APP,Approved,COM,Commercial,3.2.S.4.2,EP,2024-07-25,,20240725,,2024-06-27,20240627,Approver-21,user-33,,,True,2026-02-28T20:37:29.719970,,2026-02-28T20:37:29.719971
68783065436201442,SPEC-001271,QC-SPEC-2024-001271,2.7,Semaglutide Raw Material Specification,RM,Raw Material,1073053291953595291,378227877293744867,327217897043323182,719017896462535156,APP,Approved,DEV,Development,3.2.S.4.2,,2020-11-21,,20201121,,2020-10-24,20201024,Approver-22,user-6,,,True,2026-02-28T20:37:29.719984,,2026-02-28T20:37:29.719985
381136720159058485,SPEC-001272,QC-SPEC-2025-001272,3.2,Cetuximab Intermediate Specification,INTERMED,Intermediate,609573546344569451,329503725986828100,587823240306444353,646216603064030264,SUP,Superseded,DEV,Development,3.2.S.4.2,BP,2025-08-25,,20250825,,2025-07-28,20250728,Approver-23,user-34,,,True,2026-02-28T20:37:29.720001,,2026-02-28T20:37:29.720002
874847692939595846,SPEC-001273,QC-SPEC-2026-001273,1.3,Prednisone Excipient Specification,EXCIP,Excipient,464251668477169428,1138013541960636721,721739277798666228,556594667284305129,DRA,Draft,DEV,Development,3.2.S.4.2,EP,2024-08-26,,20240826,,2024-08-21,20240821,Approver-17,user-20,,,True,2026-02-28T20:37:29.720015,,2026-02-28T20:37:29.720016
209962850129355090,SPEC-001274,QC-SPEC-2020-001274,2.3,Tamsulosin In-Process Control Specification,IPC,In-Process Control,493504589754839502,251869287688604959,349700393308997088,79438863500997711,DRA,Draft,DEV,Development,3.2.P.5.1,,2024-03-26,,20240326,,2024-03-02,20240302,Approver-5,user-44,,,True,2026-02-28T20:37:29.720029,,2026-02-28T20:37:29.720029
30549310778181908,SPEC-001275,QC-SPEC-2021-001275,1.7,Simvastatin Drug Product Specification,DP,Drug Product,943686333227159481,666092222266711156,1149565156025236853,691862151663912276,APP,Approved,DEV,Development,3.2.S.4.1,USP,2020-12-29,,20201229,,2020-12-13,20201213,Approver-29,user-20,,,True,2026-02-28T20:37:29.720042,,2026-02-28T20:37:29.720043
930413239841860010,SPEC-001276,QC-SPEC-2022-001276,2.6,Rituximab Raw Material Specification,RM,Raw Material,362340963069002976,1029398822731945236,785882248787823823,760111678575971204,DRA,Draft,CLI,Clinical,3.2.S.4.1,BP,2024-08-20,,20240820,,2024-07-22,20240722,Approver-29,user-35,,,True,2026-02-28T20:37:29.720063,,2026-02-28T20:37:29.720065
691036877749690560,SPEC-001277,QC-SPEC-2023-001277,4.5,Cetuximab Raw Material Specification,RM,Raw Material,386620253845541666,398569544264249548,317572024261877103,624061991745648713,SUP,Superseded,DEV,Development,3.2.P.5.2,JP,2025-07-24,,20250724,,2025-07-15,20250715,Approver-42,user-16,,,True,2026-02-28T20:37:29.720085,,2026-02-28T20:37:29.720086
763385636467470315,SPEC-001278,QC-SPEC-2024-001278,4.4,Duloxetine Raw Material Specification,RM,Raw Material,133612560494242519,1025363981109686196,192968342959973654,880098768958337359,SUP,Superseded,COM,Commercial,3.2.P.5.1,EP,2022-02-18,,20220218,,2022-02-03,20220203,Approver-31,user-25,,,True,2026-02-28T20:37:29.720104,,2026-02-28T20:37:29.720104
1045064902188084556,SPEC-001279,QC-SPEC-2025-001279,4.6,Rivaroxaban Excipient Specification,EXCIP,Excipient,1073907112972659513,779160135859181123,327217897043323182,268484554233295199,DRA,Draft,COM,Commercial,3.2.S.4.2,JP,2021-09-07,,20210907,,2021-09-06,20210906,Approver-6,user-20,,,True,2026-02-28T20:37:29.720121,,2026-02-28T20:37:29.720122
381985764596474365,SPEC-001280,QC-SPEC-2026-001280,4.3,Rosuvastatin Intermediate Specification,INTERMED,Intermediate,360575238571539905,53027274365283224,413331060368526253,1130563994191591813,DRA,Draft,CLI,Clinical,3.2.S.4.1,USP,2023-07-22,,20230722,,2023-06-27,20230627,Approver-40,user-38,,,True,2026-02-28T20:37:29.720135,,2026-02-28T20:37:29.720136
744931218415893159,SPEC-001281,QC-SPEC-2020-001281,1.6,Dulaglutide Drug Substance Specification,DS,Drug Substance,1030644941502094515,298511041503674542,196092002886341781,869990322986917753,APP,Approved,COM,Commercial,3.2.P.5.2,BP,2023-02-11,,20230211,,2023-01-18,20230118,Approver-23,user-47,,,True,2026-02-28T20:37:29.720149,,2026-02-28T20:37:29.720149
567569795713555739,SPEC-001282,QC-SPEC-2021-001282,5.5,Tamsulosin Intermediate Specification,INTERMED,Intermediate,989807159967157914,210690685234389460,687171029622168373,268484554233295199,APP,Approved,DEV,Development,3.2.S.4.2,JP,2023-11-07,,20231107,,2023-10-30,20231030,Approver-16,user-22,,,True,2026-02-28T20:37:29.720166,,2026-02-28T20:37:29.720167
993209870684268591,SPEC-001283,QC-SPEC-2022-001283,1.4,Canagliflozin Drug Product Specification,DP,Drug Product,156270735487164068,1139647862701520878,612600359045210181,432276672472724223,APP,Approved,COM,Commercial,3.2.S.4.2,USP,2020-02-25,,20200225,,2020-01-28,20200128,Approver-37,user-48,,,True,2026-02-28T20:37:29.720181,,2026-02-28T20:37:29.720182
960258854736309642,SPEC-001284,QC-SPEC-2023-001284,4.1,Pembrolizumab Drug Substance Specification,DS,Drug Substance,725382454630324221,548759503611149256,352630313262767873,134681485612096117,APP,Approved,DEV,Development,3.2.P.5.1,,2024-01-21,,20240121,,2023-12-25,20231225,Approver-45,user-49,,,True,2026-02-28T20:37:29.720194,,2026-02-28T20:37:29.720194
877057965630733599,SPEC-001285,QC-SPEC-2024-001285,1.5,Telmisartan Intermediate Specification,INTERMED,Intermediate,448141954811996878,806468916697755473,114246666796624147,1130563994191591813,SUP,Superseded,COM,Commercial,3.2.S.4.1,BP,2020-12-21,,20201221,,2020-12-03,20201203,Approver-18,user-26,,,True,2026-02-28T20:37:29.720208,,2026-02-28T20:37:29.720209
675157640641342532,SPEC-001286,QC-SPEC-2025-001286,1.8,Semaglutide Excipient Specification,EXCIP,Excipient,172769442221074477,275245744721900923,994180550334117185,1084898903644199868,APP,Approved,CLI,Clinical,3.2.S.4.2,,2024-10-07,,20241007,,2024-09-07,20240907,Approver-32,user-43,,,True,2026-02-28T20:37:29.720223,,2026-02-28T20:37:29.720223
646388978982111699,SPEC-001287,QC-SPEC-2026-001287,2.9,Rituximab Drug Substance Specification,DS,Drug Substance,362340963069002976,711045734591035092,1090498828547780005,4150961011720645,DRA,Draft,COM,Commercial,3.2.P.5.1,JP,2024-04-19,,20240419,,2024-04-01,20240401,Approver-46,user-9,,,True,2026-02-28T20:37:29.720237,,2026-02-28T20:37:29.720237
549574358454608497,SPEC-001288,QC-SPEC-2020-001288,2.3,Furosemide Raw Material Specification,RM,Raw Material,522461631227497964,60179564721115832,327217897043323182,79438863500997711,DRA,Draft,CLI,Clinical,3.2.S.4.1,USP,2020-10-04,,20201004,,2020-09-25,20200925,Approver-47,user-12,,,True,2026-02-28T20:37:29.720258,,2026-02-28T20:37:29.720259
1113918058685749225,SPEC-001289,QC-SPEC-2021-001289,3.7,Insulin Lispro Intermediate Specification,INTERMED,Intermediate,1045726352688900765,569646958258106278,1114374057383523306,869990322986917753,SUP,Superseded,DEV,Development,3.2.S.4.1,,2020-03-12,,20200312,,2020-03-01,20200301,Approver-35,user-28,,,True,2026-02-28T20:37:29.720275,,2026-02-28T20:37:29.720276
639088658074903246,SPEC-001290,QC-SPEC-2022-001290,1.8,Dulaglutide Drug Product Specification,DP,Drug Product,806358606617609363,501422847778514715,54631159255259265,1130563994191591813,APP,Approved,DEV,Development,3.2.S.4.2,BP,2022-06-04,,20220604,,2022-05-06,20220506,Approver-3,user-20,,,True,2026-02-28T20:37:29.720288,,2026-02-28T20:37:29.720289
316864521599282767,SPEC-001291,QC-SPEC-2023-001291,4.8,Rivaroxaban Excipient Specification,EXCIP,Excipient,315391158693547397,435707240335815549,547473128815303591,1005634818862496797,DRA,Draft,CLI,Clinical,3.2.P.5.2,EP,2021-01-04,,20210104,,2020-12-26,20201226,Approver-17,user-30,,,True,2026-02-28T20:37:29.720302,,2026-02-28T20:37:29.720302
354581202490608170,SPEC-001292,QC-SPEC-2024-001292,1.0,Metformin Raw Material Specification,RM,Raw Material,671827691903923436,133305008206493943,114246666796624147,180079035177217696,DRA,Draft,DEV,Development,3.2.S.4.1,EP,2022-12-11,,20221211,,2022-12-01,20221201,Approver-33,user-31,,,True,2026-02-28T20:37:29.720316,,2026-02-28T20:37:29.720316
499842360463694959,SPEC-001293,QC-SPEC-2025-001293,3.7,Rivaroxaban In-Process Control Specification,IPC,In-Process Control,887321465825221172,828501456938247206,290983122066396445,760111678575971204,APP,Approved,CLI,Clinical,3.2.S.4.2,JP,2024-07-22,,20240722,,2024-07-08,20240708,Approver-7,user-14,,,True,2026-02-28T20:37:29.720333,,2026-02-28T20:37:29.720334
608954890495759408,SPEC-001294,QC-SPEC-2026-001294,3.8,Gabapentin Drug Substance Specification,DS,Drug Substance,861584921581444424,441914558391890509,1149565156025236853,1152813234676593434,APP,Approved,CLI,Clinical,3.2.P.5.2,EP,2020-02-05,,20200205,,2020-01-31,20200131,Approver-18,user-27,,,True,2026-02-28T20:37:29.720347,,2026-02-28T20:37:29.720351
245816006967317273,SPEC-001295,QC-SPEC-2020-001295,5.5,Dulaglutide Raw Material Specification,RM,Raw Material,948216500608074711,52865776013319727,19632869490552304,646216603064030264,SUP,Superseded,DEV,Development,3.2.S.4.1,USP,2025-11-29,,20251129,,2025-11-04,20251104,Approver-32,user-36,,,True,2026-02-28T20:37:29.720366,,2026-02-28T20:37:29.720367
114933490091414700,SPEC-001296,QC-SPEC-2021-001296,1.2,Pantoprazole Intermediate Specification,INTERMED,Intermediate,590580676856634324,986614687031863709,196092002886341781,79438863500997711,DRA,Draft,CLI,Clinical,3.2.S.4.2,JP,2023-05-28,,20230528,,2023-05-05,20230505,Approver-24,user-34,,,True,2026-02-28T20:37:29.720380,,2026-02-28T20:37:29.720382
344369271326650683,SPEC-001297,QC-SPEC-2022-001297,1.9,Montelukast Drug Substance Specification,DS,Drug Substance,720903922918039070,355374579431685281,547473128815303591,1005634818862496797,DRA,Draft,CLI,Clinical,3.2.S.4.1,JP,2022-04-21,,20220421,,2022-03-24,20220324,Approver-35,user-49,,,True,2026-02-28T20:37:29.720395,,2026-02-28T20:37:29.720396
582895045186294687,SPEC-001298,QC-SPEC-2023-001298,1.4,Prednisone Intermediate Specification,INTERMED,Intermediate,464251668477169428,816296001529296019,687171029622168373,432276672472724223,APP,Approved,COM,Commercial,3.2.S.4.2,EP,2022-03-14,,20220314,,2022-02-24,20220224,Approver-17,user-9,,,True,2026-02-28T20:37:29.720426,,2026-02-28T20:37:29.720428
903494359538123846,SPEC-001299,QC-SPEC-2024-001299,4.3,Prednisone In-Process Control Specification,IPC,In-Process Control,264194288135258653,974623568443741712,467373117589015664,837476206580645380,SUP,Superseded,DEV,Development,3.2.P.5.1,,2024-02-24,,20240224,,2024-02-05,20240205,Approver-48,user-7,,,True,2026-02-28T20:37:29.720443,,2026-02-28T20:37:29.720444
258750540402998887,SPEC-001300,QC-SPEC-2025-001300,1.1,Montelukast Drug Product Specification,DP,Drug Product,1148161904272604930,324385683842204199,994180550334117185,225472403720219151,APP,Approved,COM,Commercial,3.2.P.5.2,BP,2022-03-02,,20220302,,2022-02-20,20220220,Approver-6,user-13,,,True,2026-02-28T20:37:29.720457,,2026-02-28T20:37:29.720458
504740671282956691,SPEC-001301,QC-SPEC-2026-001301,3.3,Empagliflozin Drug Product Specification,DP,Drug Product,890505445597044733,241177263486031537,428432496504477680,1152813234676593434,APP,Approved,CLI,Clinical,3.2.P.5.1,EP,2020-08-09,,20200809,,2020-08-06,20200806,Approver-4,user-20,,,True,2026-02-28T20:37:29.720473,,2026-02-28T20:37:29.720474
394570968871588534,SPEC-001302,QC-SPEC-2020-001302,1.9,Canagliflozin Raw Material Specification,RM,Raw Material,520115324443296841,406647443489621829,413331060368526253,760111678575971204,APP,Approved,CLI,Clinical,3.2.S.4.2,JP,2021-02-12,,20210212,,2021-01-14,20210114,Approver-40,user-36,,,True,2026-02-28T20:37:29.720487,,2026-02-28T20:37:29.720488
347055281360246090,SPEC-001303,QC-SPEC-2021-001303,3.5,Adalimumab Raw Material Specification,RM,Raw Material,260254321549421452,688916448201325044,1090498828547780005,1045047908631349298,SUP,Superseded,CLI,Clinical,3.2.P.5.2,USP,2024-11-05,,20241105,,2024-10-28,20241028,Approver-36,user-48,,,True,2026-02-28T20:37:29.720506,,2026-02-28T20:37:29.720506
116502392932833962,SPEC-001304,QC-SPEC-2022-001304,2.0,Sertraline Drug Product Specification,DP,Drug Product,17879469996259073,380170012049723406,1090498828547780005,180079035177217696,SUP,Superseded,COM,Commercial,3.2.S.4.2,JP,2022-12-29,,20221229,,2022-12-18,20221218,Approver-44,user-6,,,True,2026-02-28T20:37:29.720519,,2026-02-28T20:37:29.720520
1060176823928015721,SPEC-001305,QC-SPEC-2023-001305,4.9,Cetuximab Intermediate Specification,INTERMED,Intermediate,509203227893037148,44886306419309689,467373117589015664,646216603064030264,SUP,Superseded,DEV,Development,3.2.P.5.1,USP,2024-04-15,,20240415,,2024-03-25,20240325,Approver-4,user-49,,,True,2026-02-28T20:37:29.720534,,2026-02-28T20:37:29.720534
165480999921050418,SPEC-001306,QC-SPEC-2024-001306,1.6,Clopidogrel In-Process Control Specification,IPC,In-Process Control,613994069073564696,877034682987187727,1130895423210570657,760111678575971204,SUP,Superseded,COM,Commercial,3.2.S.4.1,BP,2022-10-21,,20221021,,2022-10-16,20221016,Approver-33,user-9,,,True,2026-02-28T20:37:29.720548,,2026-02-28T20:37:29.720548
242760071658501553,SPEC-001307,QC-SPEC-2025-001307,4.9,Pantoprazole Drug Product Specification,DP,Drug Product,808372467264121935,353150853120250686,54631159255259265,646216603064030264,SUP,Superseded,DEV,Development,3.2.S.4.2,EP,2024-07-05,,20240705,,2024-06-29,20240629,Approver-2,user-34,,,True,2026-02-28T20:37:29.720565,,2026-02-28T20:37:29.720566
775253834072147601,SPEC-001308,QC-SPEC-2026-001308,3.9,Insulin Lispro Drug Product Specification,DP,Drug Product,1045726352688900765,470974575415955587,774915664313290064,1130563994191591813,SUP,Superseded,CLI,Clinical,3.2.S.4.1,EP,2020-01-16,,20200116,,2020-01-15,20200115,Approver-43,user-41,,,True,2026-02-28T20:37:29.720578,,2026-02-28T20:37:29.720579
335400734165915702,SPEC-001309,QC-SPEC-2020-001309,2.2,Duloxetine In-Process Control Specification,IPC,In-Process Control,991656139745263554,986351732729167540,694738612452718043,840331597385216703,SUP,Superseded,CLI,Clinical,3.2.S.4.1,USP,2025-02-10,,20250210,,2025-02-08,20250208,Approver-3,user-42,,,True,2026-02-28T20:37:29.720597,,2026-02-28T20:37:29.720598
692355711084713048,SPEC-001310,QC-SPEC-2021-001310,2.8,Montelukast In-Process Control Specification,IPC,In-Process Control,41850826022674604,61391244799276844,19632869490552304,624061991745648713,DRA,Draft,CLI,Clinical,3.2.S.4.2,USP,2021-06-11,,20210611,,2021-06-02,20210602,Approver-10,user-40,,,True,2026-02-28T20:37:29.720609,,2026-02-28T20:37:29.720610
95833959887624632,SPEC-001311,QC-SPEC-2022-001311,5.0,Duloxetine Raw Material Specification,RM,Raw Material,133612560494242519,77782011607367580,774915664313290064,719834040361105234,APP,Approved,CLI,Clinical,3.2.S.4.1,,2020-07-02,,20200702,,2020-06-21,20200621,Approver-26,user-2,,,True,2026-02-28T20:37:29.720623,,2026-02-28T20:37:29.720626
589204067696264455,SPEC-001312,QC-SPEC-2023-001312,1.6,Alogliptin Excipient Specification,EXCIP,Excipient,962082109523983309,951296817750547766,785882248787823823,719834040361105234,APP,Approved,CLI,Clinical,3.2.P.5.2,JP,2022-01-15,,20220115,,2022-01-06,20220106,Approver-31,user-17,,,True,2026-02-28T20:37:29.720643,,2026-02-28T20:37:29.720644
948145142128916262,SPEC-001313,QC-SPEC-2024-001313,1.8,Furosemide Excipient Specification,EXCIP,Excipient,412635161405846507,301217955958974503,918112986228691303,837476206580645380,DRA,Draft,COM,Commercial,3.2.P.5.2,BP,2020-04-05,,20200405,,2020-03-27,20200327,Approver-26,user-45,,,True,2026-02-28T20:37:29.720658,,2026-02-28T20:37:29.720659
430694953388330793,SPEC-001314,QC-SPEC-2025-001314,2.3,Alogliptin Raw Material Specification,RM,Raw Material,217844240838089918,92783009971890798,878250793116557982,297951977983551548,APP,Approved,DEV,Development,3.2.S.4.2,,2023-12-22,,20231222,,2023-12-08,20231208,Approver-33,user-33,,,True,2026-02-28T20:37:29.720675,,2026-02-28T20:37:29.720676
94565889356204428,SPEC-001315,QC-SPEC-2026-001315,2.6,Semaglutide Excipient Specification,EXCIP,Excipient,118223646511700898,103645053920153845,652713864818073742,646216603064030264,SUP,Superseded,CLI,Clinical,3.2.P.5.1,BP,2022-08-31,,20220831,,2022-08-28,20220828,Approver-42,user-9,,,True,2026-02-28T20:37:29.720688,,2026-02-28T20:37:29.720689
391742024578744706,SPEC-001316,QC-SPEC-2020-001316,4.0,Escitalopram Drug Product Specification,DP,Drug Product,825938087699059259,563360840079456410,467373117589015664,719834040361105234,SUP,Superseded,DEV,Development,3.2.P.5.2,BP,2022-03-03,,20220303,,2022-02-13,20220213,Approver-38,user-18,,,True,2026-02-28T20:37:29.720705,,2026-02-28T20:37:29.720706
