spec_item_key,source_spec_item_id,spec_key,test_method_key,uom_key,test_code,test_name,analyte_code,test_category_code,test_category_name,test_subcategory,criticality,sequence_number,is_required,is_compendial,is_stability_indicating,reporting_type,result_precision,compendia_test_ref,stage_applicability,reporting_threshold,identification_threshold,qualification_threshold,is_current,valid_from,valid_to,load_timestamp
761672460609494962,ITEM-0006117,823316984541342906,942920676063622947,,IMPU,Impurity A,IMP,STER,Sterility,,REPORT,12,True,True,False,PASS_FAIL,3,USP <519>,RELEASE,,,,True,2026-02-28T06:26:33.662182,,2026-02-28T06:26:33.662183
390178011312157995,ITEM-0006118,426714072521095641,395632343183110464,,SPEC,Specific Rotation,SPE,MIC,Microbiology,,CQA,1,True,False,False,REPORT_ONLY,1,,RELEASE,,,,True,2026-02-28T06:26:33.662301,,2026-02-28T06:26:33.662303
657267868144801736,ITEM-0006119,426714072521095641,287701213544062620,,CONT,Content Uniformity,CON,STER,Sterility,,CQA,2,False,False,False,PASS_FAIL,3,USP <136>,STABILITY,,,,True,2026-02-28T06:26:33.662308,,2026-02-28T06:26:33.662308
230862221105518016,ITEM-0006120,426714072521095641,284126704799972863,,PART,Particle Size,PAR,IMP,Impurities,,CQA,3,True,True,True,REPORT_ONLY,1,USP <384>,STABILITY,0.126266,0.12823,0.659889,True,2026-02-28T06:26:33.662315,,2026-02-28T06:26:33.662316
731334349177694714,ITEM-0006121,426714072521095641,230174159785225214,,TOTA,Total Impurities,TOT,MIC,Microbiology,,CQA,4,True,True,False,REPORT_ONLY,0,,BOTH,,,,True,2026-02-28T06:26:33.662321,,2026-02-28T06:26:33.662322
951165801886067694,ITEM-0006122,426714072521095641,1120675892318465730,,ASSA,Assay,ASS,CHE,Chemical,,NCQA,5,True,True,False,PASS_FAIL,3,USP <189>,RELEASE,,,,True,2026-02-28T06:26:33.662326,,2026-02-28T06:26:33.662327
721869830625857511,ITEM-0006123,90188039724877623,1010941424791986909,,IDEN,Identification,IDE,CHE,Chemical,,CCQA,1,True,True,False,NUMERIC,0,,RELEASE,,,,True,2026-02-28T06:26:33.662340,,2026-02-28T06:26:33.662341
425741886211871297,ITEM-0006124,90188039724877623,606525926757477490,,ASSA,Assay,ASS,BIO,Biological,,REPORT,2,True,True,True,TEXT,1,,STABILITY,,,,True,2026-02-28T06:26:33.662345,,2026-02-28T06:26:33.662346
85195339983993127,ITEM-0006125,90188039724877623,111633675811492451,,CONT,Content Uniformity,CON,CHE,Chemical,,REPORT,3,True,True,True,TEXT,1,USP <537>,STABILITY,,,,True,2026-02-28T06:26:33.662351,,2026-02-28T06:26:33.662352
790118567882791003,ITEM-0006126,90188039724877623,164153578082708795,,MICR,Microbial Limits,MIC,MIC,Microbiology,,CQA,4,True,True,True,NUMERIC,1,USP <202>,STABILITY,,,,True,2026-02-28T06:26:33.662356,,2026-02-28T06:26:33.662357
1027280635286377664,ITEM-0006127,90188039724877623,459919003538267400,,UNIF,Uniformity of Dosage Units,UNI,CHE,Chemical,,NCQA,5,True,True,False,REPORT_ONLY,0,USP <775>,STABILITY,,,,True,2026-02-28T06:26:33.662365,,2026-02-28T06:26:33.662366
770787690528938076,ITEM-0006128,90188039724877623,1073520633921252560,,PH,pH,PH,CHE,Chemical,,CCQA,6,True,True,False,TEXT,3,,STABILITY,,,,True,2026-02-28T06:26:33.662371,,2026-02-28T06:26:33.662371
680647791632508178,ITEM-0006129,90188039724877623,606821586664971731,,WEIG,Weight Variation,WEI,BIO,Biological,,NCQA,7,True,False,False,REPORT_ONLY,3,USP <380>,RELEASE,,,,True,2026-02-28T06:26:33.662378,,2026-02-28T06:26:33.662379
976843198496392816,ITEM-0006130,90188039724877623,65464033495908622,,IMPU,Impurity A,IMP,IMP,Impurities,,REPORT,8,True,False,True,TEXT,2,,RELEASE,0.054105,0.408449,0.652231,True,2026-02-28T06:26:33.662385,,2026-02-28T06:26:33.662386
1018942731735658099,ITEM-0006131,90188039724877623,819978165831437591,,RESI,Residual Solvents,RES,STER,Sterility,,KQA,9,True,True,False,TEXT,1,USP <402>,BOTH,,,,True,2026-02-28T06:26:33.662391,,2026-02-28T06:26:33.662392
714943176921772927,ITEM-0006132,90188039724877623,22105049804092879,,DISI,Disintegration,DIS,CHE,Chemical,,REPORT,10,True,True,True,NUMERIC,0,,RELEASE,,,,True,2026-02-28T06:26:33.662396,,2026-02-28T06:26:33.662397
950642156305286585,ITEM-0006133,1034155898340418725,849135193523682647,,HEAV,Heavy Metals,HEA,STER,Sterility,,KQA,1,True,True,False,NUMERIC,1,USP <578>,STABILITY,,,,True,2026-02-28T06:26:33.662409,,2026-02-28T06:26:33.662410
281272071087714881,ITEM-0006134,1034155898340418725,717777285717911934,,HARD,Hardness,HAR,IMP,Impurities,,CCQA,2,True,True,False,NUMERIC,1,,BOTH,0.116204,0.436586,0.967278,True,2026-02-28T06:26:33.662418,,2026-02-28T06:26:33.662419
252945911624934086,ITEM-0006135,1034155898340418725,173238647909381365,,FRIA,Friability,FRI,PHY,Physical,,NCQA,3,True,True,False,REPORT_ONLY,3,,RELEASE,,,,True,2026-02-28T06:26:33.662424,,2026-02-28T06:26:33.662425
716696098224564819,ITEM-0006136,1034155898340418725,253037641602693359,,TOTA,Total Impurities,TOT,PACK,Packaging,,REPORT,4,True,True,False,PASS_FAIL,1,USP <203>,BOTH,,,,True,2026-02-28T06:26:33.662430,,2026-02-28T06:26:33.662431
273772552866179367,ITEM-0006137,1034155898340418725,94505638634426462,,MICR,Microbial Limits,MIC,PHY,Physical,,CCQA,5,True,True,False,NUMERIC,1,USP <535>,BOTH,,,,True,2026-02-28T06:26:33.662436,,2026-02-28T06:26:33.662436
96970972421262082,ITEM-0006138,1034155898340418725,983334400254531111,,WEIG,Weight Variation,WEI,MIC,Microbiology,,REPORT,6,False,True,False,NUMERIC,1,USP <549>,BOTH,,,,True,2026-02-28T06:26:33.662444,,2026-02-28T06:26:33.662445
691121632380825435,ITEM-0006139,1034155898340418725,718489911154392682,,UNIF,Uniformity of Dosage Units,UNI,IMP,Impurities,,CCQA,7,True,False,True,NUMERIC,1,,STABILITY,0.16098,0.241951,0.413659,True,2026-02-28T06:26:33.662458,,2026-02-28T06:26:33.662459
353652871144021818,ITEM-0006140,941424779996505377,269534881552390284,,RESI,Residual Solvents,RES,BIO,Biological,,CQA,1,True,True,True,NUMERIC,1,USP <537>,BOTH,,,,True,2026-02-28T06:26:33.662471,,2026-02-28T06:26:33.662472
466114535597545411,ITEM-0006141,941424779996505377,486410087394137256,,MICR,Microbial Limits,MIC,MIC,Microbiology,,CCQA,2,False,False,True,PASS_FAIL,0,,BOTH,,,,True,2026-02-28T06:26:33.662479,,2026-02-28T06:26:33.662480
903700928071004912,ITEM-0006142,941424779996505377,994281032649559325,,HARD,Hardness,HAR,MIC,Microbiology,,CCQA,3,True,True,False,REPORT_ONLY,1,,BOTH,,,,True,2026-02-28T06:26:33.662486,,2026-02-28T06:26:33.662487
993580415326901561,ITEM-0006143,941424779996505377,838718981836403673,,DISS,Dissolution,DIS,CHE,Chemical,,CQA,4,True,True,False,REPORT_ONLY,3,USP <714>,STABILITY,,,,True,2026-02-28T06:26:33.662494,,2026-02-28T06:26:33.662495
749352970725224586,ITEM-0006144,941424779996505377,625654891069950930,,ASSA,Assay,ASS,IMP,Impurities,,CCQA,5,True,False,True,TEXT,3,,BOTH,0.163731,0.382526,0.606172,True,2026-02-28T06:26:33.662504,,2026-02-28T06:26:33.662505
440293759787898905,ITEM-0006145,1038723642311900504,333778768537110317,,DESC,Description,DES,PACK,Packaging,,CCQA,1,True,True,True,REPORT_ONLY,2,,BOTH,,,,True,2026-02-28T06:26:33.662515,,2026-02-28T06:26:33.662516
149711866380565541,ITEM-0006146,1038723642311900504,797994627922165518,,RESI,Residual Solvents,RES,CHE,Chemical,,REPORT,2,True,False,False,NUMERIC,1,USP <914>,BOTH,,,,True,2026-02-28T06:26:33.662521,,2026-02-28T06:26:33.662522
920518220958579150,ITEM-0006147,1038723642311900504,162807915543607493,,PH,pH,PH,STER,Sterility,,NCQA,3,True,False,True,TEXT,2,USP <324>,RELEASE,,,,True,2026-02-28T06:26:33.662527,,2026-02-28T06:26:33.662528
596688926487154239,ITEM-0006148,1038723642311900504,563174145219102197,,WEIG,Weight Variation,WEI,PHY,Physical,,NCQA,4,True,True,True,REPORT_ONLY,0,USP <810>,BOTH,,,,True,2026-02-28T06:26:33.662533,,2026-02-28T06:26:33.662534
988677881017477203,ITEM-0006149,1038723642311900504,141766877397575525,,IMPU,Impurity A,IMP,BIO,Biological,,CQA,5,True,False,True,NUMERIC,0,USP <681>,RELEASE,,,,True,2026-02-28T06:26:33.662542,,2026-02-28T06:26:33.662543
414114199113096047,ITEM-0006150,1038723642311900504,952084576065025301,,DISI,Disintegration,DIS,PHY,Physical,,CQA,6,True,True,True,TEXT,0,USP <703>,STABILITY,,,,True,2026-02-28T06:26:33.662547,,2026-02-28T06:26:33.662548
234689427291774359,ITEM-0006151,1038723642311900504,292018995876891558,,SPEC,Specific Rotation,SPE,CHE,Chemical,,REPORT,7,True,True,True,PASS_FAIL,0,USP <470>,BOTH,,,,True,2026-02-28T06:26:33.662553,,2026-02-28T06:26:33.662554
719505831151044825,ITEM-0006152,618159230951347912,559913607817689622,,ASSA,Assay,ASS,PACK,Packaging,,KQA,1,True,True,True,REPORT_ONLY,0,,STABILITY,,,,True,2026-02-28T06:26:33.662562,,2026-02-28T06:26:33.662563
45976525677024747,ITEM-0006153,618159230951347912,65054033815168683,,DISS,Dissolution,DIS,BIO,Biological,,KQA,2,False,True,False,PASS_FAIL,1,USP <230>,RELEASE,,,,True,2026-02-28T06:26:33.662568,,2026-02-28T06:26:33.662569
904796687295200110,ITEM-0006154,618159230951347912,210872836840813389,,UNIF,Uniformity of Dosage Units,UNI,CHE,Chemical,,NCQA,3,True,False,True,NUMERIC,1,USP <157>,STABILITY,,,,True,2026-02-28T06:26:33.662573,,2026-02-28T06:26:33.662574
359527360429023063,ITEM-0006155,618159230951347912,176491742559176909,,LOSS,Loss on Drying,LOS,STER,Sterility,,KQA,4,True,True,False,NUMERIC,2,,RELEASE,,,,True,2026-02-28T06:26:33.662582,,2026-02-28T06:26:33.662583
913661759513798861,ITEM-0006156,618159230951347912,961455021890048870,,MOIS,Moisture,MOI,CHE,Chemical,,KQA,5,True,True,True,PASS_FAIL,0,USP <811>,STABILITY,,,,True,2026-02-28T06:26:33.662588,,2026-02-28T06:26:33.662588
568695921049745270,ITEM-0006157,138487093393369598,1016056960195556942,,LOSS,Loss on Drying,LOS,PHY,Physical,,REPORT,1,True,True,False,PASS_FAIL,2,USP <535>,RELEASE,,,,True,2026-02-28T06:26:33.662598,,2026-02-28T06:26:33.662599
1152054131390066245,ITEM-0006158,138487093393369598,842307546402549351,,CONT,Content Uniformity,CON,STER,Sterility,,CCQA,2,True,False,True,TEXT,2,USP <196>,RELEASE,,,,True,2026-02-28T06:26:33.662604,,2026-02-28T06:26:33.662605
943546789782850773,ITEM-0006159,138487093393369598,300444510504056310,,FRIA,Friability,FRI,MIC,Microbiology,,KQA,3,True,True,False,PASS_FAIL,0,,BOTH,,,,True,2026-02-28T06:26:33.662613,,2026-02-28T06:26:33.662613
846369069017736820,ITEM-0006160,138487093393369598,683949382474304179,,WEIG,Weight Variation,WEI,BIO,Biological,,NCQA,4,True,True,True,TEXT,3,USP <726>,BOTH,,,,True,2026-02-28T06:26:33.662630,,2026-02-28T06:26:33.662630
102959064893284744,ITEM-0006161,138487093393369598,592852741159351427,,DISI,Disintegration,DIS,BIO,Biological,,NCQA,5,True,False,True,REPORT_ONLY,2,USP <884>,BOTH,,,,True,2026-02-28T06:26:33.662636,,2026-02-28T06:26:33.662637
623948931672293319,ITEM-0006162,138487093393369598,183636659525475957,,IMPU,Impurity A,IMP,MIC,Microbiology,,REPORT,6,True,True,True,REPORT_ONLY,1,USP <815>,BOTH,,,,True,2026-02-28T06:26:33.662642,,2026-02-28T06:26:33.662643
694711906276119239,ITEM-0006163,138487093393369598,159187818266786296,,MOIS,Moisture,MOI,PHY,Physical,,NCQA,7,True,True,False,REPORT_ONLY,1,,STABILITY,,,,True,2026-02-28T06:26:33.662647,,2026-02-28T06:26:33.662650
109469540300805741,ITEM-0006164,138487093393369598,781831570325269114,,TOTA,Total Impurities,TOT,STER,Sterility,,CCQA,8,False,False,True,PASS_FAIL,1,,STABILITY,,,,True,2026-02-28T06:26:33.662656,,2026-02-28T06:26:33.662657
602429730066588444,ITEM-0006165,138487093393369598,144991325426767738,,HEAV,Heavy Metals,HEA,PACK,Packaging,,KQA,9,True,True,False,NUMERIC,1,,RELEASE,,,,True,2026-02-28T06:26:33.662664,,2026-02-28T06:26:33.662665
359004346116446141,ITEM-0006166,138487093393369598,686721649009478381,,PH,pH,PH,PACK,Packaging,,REPORT,10,True,True,False,NUMERIC,2,,STABILITY,,,,True,2026-02-28T06:26:33.662669,,2026-02-28T06:26:33.662670
489974810324699334,ITEM-0006167,138487093393369598,427364020140486646,,MICR,Microbial Limits,MIC,BIO,Biological,,KQA,11,True,False,False,REPORT_ONLY,0,,STABILITY,,,,True,2026-02-28T06:26:33.662676,,2026-02-28T06:26:33.662676
441542707812055657,ITEM-0006168,30906164258842060,736941167456575815,,IDEN,Identification,IDE,IMP,Impurities,,NCQA,1,True,False,False,PASS_FAIL,3,,STABILITY,0.112724,0.262306,0.653922,True,2026-02-28T06:26:33.662686,,2026-02-28T06:26:33.662687
332463674350226276,ITEM-0006169,30906164258842060,724787089043447542,,CONT,Content Uniformity,CON,IMP,Impurities,,KQA,2,True,True,True,REPORT_ONLY,2,USP <510>,RELEASE,0.050394,0.457191,0.806765,True,2026-02-28T06:26:33.662693,,2026-02-28T06:26:33.662694
740199164885686611,ITEM-0006170,30906164258842060,129757956858964938,,TOTA,Total Impurities,TOT,STER,Sterility,,KQA,3,True,True,False,TEXT,1,USP <458>,RELEASE,,,,True,2026-02-28T06:26:33.662700,,2026-02-28T06:26:33.662701
101154477895177772,ITEM-0006171,30906164258842060,952969473873685879,,DISS,Dissolution,DIS,BIO,Biological,,CQA,4,True,False,False,NUMERIC,3,USP <430>,STABILITY,,,,True,2026-02-28T06:26:33.662707,,2026-02-28T06:26:33.662707
430149211079022736,ITEM-0006172,30906164258842060,612592209614488877,,DESC,Description,DES,MIC,Microbiology,,NCQA,5,False,True,True,NUMERIC,1,USP <881>,STABILITY,,,,True,2026-02-28T06:26:33.662712,,2026-02-28T06:26:33.662713
1112899262356733847,ITEM-0006173,109435810506122283,323353036751207346,,DESC,Description,DES,PHY,Physical,,CQA,1,True,True,True,TEXT,1,,STABILITY,,,,True,2026-02-28T06:26:33.662729,,2026-02-28T06:26:33.662730
693356720349769613,ITEM-0006174,109435810506122283,776401339870399285,,ASSA,Assay,ASS,IMP,Impurities,,CQA,2,True,True,True,REPORT_ONLY,2,USP <708>,STABILITY,0.123263,0.133678,0.942581,True,2026-02-28T06:26:33.662737,,2026-02-28T06:26:33.662737
673570800751849693,ITEM-0006175,109435810506122283,1014824554678091587,,RESI,Residual Solvents,RES,IMP,Impurities,,NCQA,3,True,False,True,TEXT,0,,STABILITY,0.187926,0.125078,0.611573,True,2026-02-28T06:26:33.662747,,2026-02-28T06:26:33.662748
624395200828873632,ITEM-0006176,109435810506122283,781831570325269114,,MICR,Microbial Limits,MIC,MIC,Microbiology,,REPORT,4,True,True,False,NUMERIC,3,,STABILITY,,,,True,2026-02-28T06:26:33.662755,,2026-02-28T06:26:33.662756
569542192795349,ITEM-0006177,109435810506122283,366070456218468740,,HARD,Hardness,HAR,CHE,Chemical,,REPORT,5,True,False,False,PASS_FAIL,1,,STABILITY,,,,True,2026-02-28T06:26:33.662761,,2026-02-28T06:26:33.662761
267731596295219163,ITEM-0006178,109435810506122283,402724980402367858,,CONT,Content Uniformity,CON,IMP,Impurities,,CCQA,6,True,True,True,TEXT,2,,BOTH,0.086636,0.214869,0.617322,True,2026-02-28T06:26:33.662767,,2026-02-28T06:26:33.662768
1106475467655514384,ITEM-0006179,109435810506122283,523817884699504169,,UNIF,Uniformity of Dosage Units,UNI,CHE,Chemical,,CCQA,7,True,False,True,PASS_FAIL,3,USP <146>,BOTH,,,,True,2026-02-28T06:26:33.662773,,2026-02-28T06:26:33.662774
903537474806700709,ITEM-0006180,109435810506122283,258668334322341285,,IDEN,Identification,IDE,STER,Sterility,,CCQA,8,True,False,True,REPORT_ONLY,2,USP <493>,RELEASE,,,,True,2026-02-28T06:26:33.662779,,2026-02-28T06:26:33.662780
777782006958309371,ITEM-0006181,109435810506122283,846543012257548345,,WEIG,Weight Variation,WEI,CHE,Chemical,,CQA,9,True,False,False,NUMERIC,3,,RELEASE,,,,True,2026-02-28T06:26:33.662787,,2026-02-28T06:26:33.662788
117635203591804743,ITEM-0006182,109435810506122283,615530635296844181,,PART,Particle Size,PAR,CHE,Chemical,,CQA,10,True,True,True,PASS_FAIL,3,USP <483>,STABILITY,,,,True,2026-02-28T06:26:33.662793,,2026-02-28T06:26:33.662794
1083700879468581185,ITEM-0006183,109435810506122283,933130157613182818,,IMPU,Impurity A,IMP,BIO,Biological,,REPORT,11,True,True,False,PASS_FAIL,2,,BOTH,,,,True,2026-02-28T06:26:33.662799,,2026-02-28T06:26:33.662800
294375184143500720,ITEM-0006184,109435810506122283,458369683574255077,,DISS,Dissolution,DIS,IMP,Impurities,,CCQA,12,True,False,False,NUMERIC,2,USP <463>,RELEASE,0.068685,0.488085,0.846028,True,2026-02-28T06:26:33.662805,,2026-02-28T06:26:33.662806
488700557512590285,ITEM-0006185,17982847955979205,604345696806156404,,RESI,Residual Solvents,RES,CHE,Chemical,,NCQA,1,True,False,False,TEXT,2,USP <590>,STABILITY,,,,True,2026-02-28T06:26:33.662816,,2026-02-28T06:26:33.662817
123117925970421970,ITEM-0006186,17982847955979205,147691127209483186,,MOIS,Moisture,MOI,STER,Sterility,,KQA,2,True,False,False,PASS_FAIL,2,USP <176>,RELEASE,,,,True,2026-02-28T06:26:33.662824,,2026-02-28T06:26:33.662825
58556864329927068,ITEM-0006187,17982847955979205,873572738723051164,,UNIF,Uniformity of Dosage Units,UNI,PHY,Physical,,NCQA,3,True,True,False,NUMERIC,0,,STABILITY,,,,True,2026-02-28T06:26:33.662830,,2026-02-28T06:26:33.662830
394353860450718435,ITEM-0006188,17982847955979205,844954602749148524,,HEAV,Heavy Metals,HEA,MIC,Microbiology,,CCQA,4,True,True,True,PASS_FAIL,3,,RELEASE,,,,True,2026-02-28T06:26:33.662835,,2026-02-28T06:26:33.662836
83597376978598850,ITEM-0006189,17982847955979205,202586567793015981,,IMPU,Impurity A,IMP,MIC,Microbiology,,NCQA,5,True,True,False,TEXT,1,USP <904>,STABILITY,,,,True,2026-02-28T06:26:33.662844,,2026-02-28T06:26:33.662845
777980098268422833,ITEM-0006190,17982847955979205,366070456218468740,,ASSA,Assay,ASS,STER,Sterility,,CCQA,6,True,False,True,NUMERIC,0,,RELEASE,,,,True,2026-02-28T06:26:33.662849,,2026-02-28T06:26:33.662850
540698952603222444,ITEM-0006191,17982847955979205,875924319174215392,,DISI,Disintegration,DIS,IMP,Impurities,,KQA,7,True,True,True,TEXT,2,,BOTH,0.169103,0.45746,0.602878,True,2026-02-28T06:26:33.662868,,2026-02-28T06:26:33.662869
296449214737342963,ITEM-0006192,17982847955979205,816617919109361039,,CONT,Content Uniformity,CON,PACK,Packaging,,KQA,8,True,True,False,NUMERIC,2,,RELEASE,,,,True,2026-02-28T06:26:33.662877,,2026-02-28T06:26:33.662879
134155292345405604,ITEM-0006193,17982847955979205,967610113370981008,,PART,Particle Size,PAR,PACK,Packaging,,CCQA,9,True,True,False,TEXT,3,USP <989>,RELEASE,,,,True,2026-02-28T06:26:33.662885,,2026-02-28T06:26:33.662886
1121360007759521464,ITEM-0006194,377503813916467100,689908711384761572,,HARD,Hardness,HAR,MIC,Microbiology,,NCQA,1,True,True,False,NUMERIC,2,,RELEASE,,,,True,2026-02-28T06:26:33.662897,,2026-02-28T06:26:33.662898
360855877140283392,ITEM-0006195,377503813916467100,352459252577002460,,LOSS,Loss on Drying,LOS,STER,Sterility,,CQA,2,True,False,True,REPORT_ONLY,1,USP <510>,RELEASE,,,,True,2026-02-28T06:26:33.662904,,2026-02-28T06:26:33.662905
479038131586303806,ITEM-0006196,377503813916467100,321272625239766140,,MOIS,Moisture,MOI,BIO,Biological,,CCQA,3,True,True,False,REPORT_ONLY,1,,BOTH,,,,True,2026-02-28T06:26:33.662911,,2026-02-28T06:26:33.662912
174649423567666592,ITEM-0006197,377503813916467100,816617919109361039,,PH,pH,PH,MIC,Microbiology,,REPORT,4,True,False,False,NUMERIC,2,,STABILITY,,,,True,2026-02-28T06:26:33.662920,,2026-02-28T06:26:33.662921
751511893927456815,ITEM-0006198,377503813916467100,37335184936971054,,IDEN,Identification,IDE,PACK,Packaging,,NCQA,5,True,True,True,TEXT,2,USP <688>,STABILITY,,,,True,2026-02-28T06:26:33.662927,,2026-02-28T06:26:33.662928
608112078857239669,ITEM-0006199,377503813916467100,469316947008506582,,DISS,Dissolution,DIS,STER,Sterility,,CCQA,6,True,True,True,NUMERIC,2,USP <532>,BOTH,,,,True,2026-02-28T06:26:33.662934,,2026-02-28T06:26:33.662935
493341018040711898,ITEM-0006200,377503813916467100,94505638634426462,,HEAV,Heavy Metals,HEA,PHY,Physical,,NCQA,7,False,False,False,PASS_FAIL,1,USP <535>,STABILITY,,,,True,2026-02-28T06:26:33.662941,,2026-02-28T06:26:33.662942
211789960964178904,ITEM-0006201,377503813916467100,671810020519092592,,DESC,Description,DES,PHY,Physical,,NCQA,8,True,True,False,TEXT,3,USP <292>,STABILITY,,,,True,2026-02-28T06:26:33.662948,,2026-02-28T06:26:33.662949
285490626869094609,ITEM-0006202,377503813916467100,501825371701857418,,UNIF,Uniformity of Dosage Units,UNI,CHE,Chemical,,KQA,9,True,True,False,REPORT_ONLY,0,USP <592>,STABILITY,,,,True,2026-02-28T06:26:33.662970,,2026-02-28T06:26:33.662972
79916857706529423,ITEM-0006203,675484798574839278,220514128936490927,,WEIG,Weight Variation,WEI,STER,Sterility,,REPORT,1,True,True,True,TEXT,0,,RELEASE,,,,True,2026-02-28T06:26:33.662986,,2026-02-28T06:26:33.662987
1085085769772787175,ITEM-0006204,675484798574839278,391985904213668330,,IDEN,Identification,IDE,IMP,Impurities,,KQA,2,True,True,False,REPORT_ONLY,3,USP <462>,STABILITY,0.167579,0.289032,0.381801,True,2026-02-28T06:26:33.662994,,2026-02-28T06:26:33.662995
1105233278356477784,ITEM-0006205,675484798574839278,651662532767455061,,UNIF,Uniformity of Dosage Units,UNI,STER,Sterility,,NCQA,3,True,True,False,NUMERIC,0,USP <186>,STABILITY,,,,True,2026-02-28T06:26:33.662999,,2026-02-28T06:26:33.663000
67360071314501937,ITEM-0006206,675484798574839278,1152767176645158238,,RESI,Residual Solvents,RES,PACK,Packaging,,KQA,4,True,False,True,NUMERIC,0,,BOTH,,,,True,2026-02-28T06:26:33.663006,,2026-02-28T06:26:33.663006
835842945885642917,ITEM-0006207,675484798574839278,302841436930264911,,HEAV,Heavy Metals,HEA,IMP,Impurities,,KQA,5,True,False,True,NUMERIC,1,,STABILITY,0.122793,0.268547,0.243993,True,2026-02-28T06:26:33.663017,,2026-02-28T06:26:33.663018
858199085146310524,ITEM-0006208,721166069399763822,961455021890048870,,WEIG,Weight Variation,WEI,PHY,Physical,,CQA,1,True,False,False,PASS_FAIL,0,USP <811>,RELEASE,,,,True,2026-02-28T06:26:33.663027,,2026-02-28T06:26:33.663028
493326412085054796,ITEM-0006209,721166069399763822,529797496140756593,,IMPU,Impurity A,IMP,PHY,Physical,,CCQA,2,True,True,True,REPORT_ONLY,0,,RELEASE,,,,True,2026-02-28T06:26:33.663033,,2026-02-28T06:26:33.663034
175088485974300107,ITEM-0006210,721166069399763822,1059428456481534198,,DISI,Disintegration,DIS,BIO,Biological,,REPORT,3,True,False,False,TEXT,3,USP <555>,BOTH,,,,True,2026-02-28T06:26:33.663038,,2026-02-28T06:26:33.663039
51967854030728272,ITEM-0006211,721166069399763822,234338089735705543,,ASSA,Assay,ASS,CHE,Chemical,,NCQA,4,True,True,True,PASS_FAIL,0,,BOTH,,,,True,2026-02-28T06:26:33.663044,,2026-02-28T06:26:33.663045
192347746473761557,ITEM-0006212,721166069399763822,977954194131938801,,UNIF,Uniformity of Dosage Units,UNI,STER,Sterility,,NCQA,5,False,True,False,TEXT,3,USP <325>,RELEASE,,,,True,2026-02-28T06:26:33.663051,,2026-02-28T06:26:33.663052
557253153656554673,ITEM-0006213,721166069399763822,411214396096887199,,TOTA,Total Impurities,TOT,MIC,Microbiology,,NCQA,6,True,False,True,REPORT_ONLY,3,USP <234>,STABILITY,,,,True,2026-02-28T06:26:33.663057,,2026-02-28T06:26:33.663058
394765234040039676,ITEM-0006214,721166069399763822,813155889513282763,,DESC,Description,DES,BIO,Biological,,REPORT,7,True,True,True,REPORT_ONLY,2,USP <355>,STABILITY,,,,True,2026-02-28T06:26:33.663062,,2026-02-28T06:26:33.663066
104777010987915131,ITEM-0006215,993870749323390003,952084576065025301,,DESC,Description,DES,PHY,Physical,,NCQA,1,True,True,True,PASS_FAIL,3,USP <703>,RELEASE,,,,True,2026-02-28T06:26:33.663076,,2026-02-28T06:26:33.663077
244434065507042354,ITEM-0006216,993870749323390003,467007036725043596,,ASSA,Assay,ASS,BIO,Biological,,CQA,2,True,True,False,NUMERIC,3,,STABILITY,,,,True,2026-02-28T06:26:33.663081,,2026-02-28T06:26:33.663082
454049772350933034,ITEM-0006217,993870749323390003,292120336180771617,,LOSS,Loss on Drying,LOS,MIC,Microbiology,,KQA,3,True,False,False,REPORT_ONLY,0,USP <628>,RELEASE,,,,True,2026-02-28T06:26:33.663090,,2026-02-28T06:26:33.663091
237310027119811959,ITEM-0006218,993870749323390003,506693950545516751,,UNIF,Uniformity of Dosage Units,UNI,IMP,Impurities,,KQA,4,True,False,True,TEXT,1,,RELEASE,0.089939,0.315131,0.358031,True,2026-02-28T06:26:33.663097,,2026-02-28T06:26:33.663098
935214965164265932,ITEM-0006219,993870749323390003,1136654043200997685,,RESI,Residual Solvents,RES,BIO,Biological,,CCQA,5,True,True,True,TEXT,2,USP <689>,BOTH,,,,True,2026-02-28T06:26:33.663103,,2026-02-28T06:26:33.663103
563904218160118778,ITEM-0006220,993870749323390003,774381358010868481,,PART,Particle Size,PAR,BIO,Biological,,CQA,6,True,True,True,PASS_FAIL,2,,RELEASE,,,,True,2026-02-28T06:26:33.663109,,2026-02-28T06:26:33.663109
208971438889565141,ITEM-0006221,993870749323390003,849135193523682647,,IDEN,Identification,IDE,PHY,Physical,,CQA,7,True,True,True,REPORT_ONLY,0,USP <578>,RELEASE,,,,True,2026-02-28T06:26:33.663114,,2026-02-28T06:26:33.663115
317629525572036336,ITEM-0006222,993870749323390003,1014391844848269551,,FRIA,Friability,FRI,IMP,Impurities,,CCQA,8,True,True,True,TEXT,2,,BOTH,0.194992,0.115537,0.993877,True,2026-02-28T06:26:33.663124,,2026-02-28T06:26:33.663125
129528914332328609,ITEM-0006223,993870749323390003,430448554913403882,,IMPU,Impurity A,IMP,CHE,Chemical,,KQA,9,True,True,True,TEXT,3,USP <933>,RELEASE,,,,True,2026-02-28T06:26:33.663134,,2026-02-28T06:26:33.663135
147740207415700975,ITEM-0006224,200931935257030973,292018995876891558,,DESC,Description,DES,IMP,Impurities,,NCQA,1,True,True,True,PASS_FAIL,3,USP <470>,STABILITY,0.077131,0.220923,0.718003,True,2026-02-28T06:26:33.663147,,2026-02-28T06:26:33.663148
