material_key,material_id,material_name,material_type_code,material_type_name,cas_number,molecular_formula,molecular_weight,inn_name,compendial_name,pharmacopoeia_grade,grade,supplier_name,retest_period_months,storage_requirements,is_active,load_timestamp
466806135500208862,MAT-00272,Material-00272,RAW_MATERIAL,Raw Material,103529-37-8,,,,Material-00272,IN_HOUSE,pharmaceutical,Roquette,36,Store in dry place,True,2026-02-28T06:26:33.564766
913145032607412178,MAT-00273,Material-00273,REFERENCE_STD,Reference Standard,194168-66-1,,,,Material-00273,EP,pharmaceutical,Aurobindo,36,Store at -20C,True,2026-02-28T06:26:33.564773
1131067797438049340,MAT-00274,Material-00274,PACKAGING,Packaging Material,224732-75-3,,,,Material-00274,NF,pharmaceutical,BASF,36,Store below 25C,True,2026-02-28T06:26:33.564781
194324513976186707,MAT-00275,Material-00275,PACKAGING,Packaging Material,115724-76-2,,,,Material-00275,NF,pharmaceutical,Dr. Reddy's,36,Store in dry place,True,2026-02-28T06:26:33.564788
265169202646251670,MAT-00276,Material-00276,INTERMEDIATE,Intermediate,584245-15-1,,,,Material-00276,JP,pharmaceutical,Roquette,12,Store at -20C,True,2026-02-28T06:26:33.564796
583606366202258342,MAT-00277,Material-00277,INTERMEDIATE,Intermediate,479192-86-4,,,,Material-00277,IN_HOUSE,pharmaceutical,Aurobindo,48,Store below 30C,True,2026-02-28T06:26:33.564804
448431804506986534,MAT-00278,Material-00278,REFERENCE_STD,Reference Standard,427116-47-6,,,,Material-00278,EP,pharmaceutical,Aurobindo,12,Store at -20C,True,2026-02-28T06:26:33.564809
81762617922636430,MAT-00279,Material-00279,RAW_MATERIAL,Raw Material,385340-32-0,,,,Material-00279,IN_HOUSE,pharmaceutical,Roquette,12,Store at -20C,True,2026-02-28T06:26:33.564814
802843599738719763,MAT-00280,Material-00280,PACKAGING,Packaging Material,548101-94-1,,,,Material-00280,USP,pharmaceutical,Evonik,48,Store at -20C,True,2026-02-28T06:26:33.564821
657103231762996045,MAT-00281,Material-00281,RAW_MATERIAL,Raw Material,619294-23-2,,,,Material-00281,USP,pharmaceutical,Shin-Etsu,24,Store at 2-8C,True,2026-02-28T06:26:33.564826
684482010129499108,MAT-00282,Material-00282,EXCIPIENT,Excipient,623911-61-1,,,,Material-00282,EP,pharmaceutical,Aurobindo,48,Store in dry place,True,2026-02-28T06:26:33.564831
637857344489847563,MAT-00283,Material-00283,PACKAGING,Packaging Material,292097-84-9,,,,Material-00283,JP,pharmaceutical,Dr. Reddy's,48,Store at 2-8C,True,2026-02-28T06:26:33.564835
1140837814914075672,MAT-00284,Material-00284,PACKAGING,Packaging Material,699111-87-6,,,,Material-00284,NF,pharmaceutical,Gattefosse,36,Store below 30C,True,2026-02-28T06:26:33.564840
595649388368984153,MAT-00285,Material-00285,PACKAGING,Packaging Material,113334-25-4,,,,Material-00285,NF,pharmaceutical,Roquette,24,Store in dry place,True,2026-02-28T06:26:33.564844
49654169325713068,MAT-00286,Material-00286,EXCIPIENT,Excipient,31217-22-0,,,,Material-00286,USP,pharmaceutical,Roquette,12,Store below 30C,True,2026-02-28T06:26:33.564849
234146165627100503,MAT-00287,Material-00287,PACKAGING,Packaging Material,634002-96-5,,,,Material-00287,EP,pharmaceutical,Ashland,60,Protect from light,True,2026-02-28T06:26:33.564856
517525855993960116,MAT-00288,Vildagliptin,API,Active Pharmaceutical Ingredient,80284-94-8,Br16O17N9F18P11,990.4298,Vildagliptin,Vildagliptin,ACS,pharmaceutical,Gattefosse,12,Store below 25C,True,2026-02-28T06:26:33.564870
779160135859181123,MAT-00289,Material-00289,PACKAGING,Packaging Material,922928-25-6,,,,Material-00289,NF,pharmaceutical,Shin-Etsu,48,Store at -20C,True,2026-02-28T06:26:33.564876
1096418999338707918,MAT-00290,Material-00290,PACKAGING,Packaging Material,37778-14-2,,,,Material-00290,ACS,pharmaceutical,Merck KGaA,36,Store in dry place,True,2026-02-28T06:26:33.564884
571105659859218442,MAT-00291,Material-00291,EXCIPIENT,Excipient,515403-65-2,,,,Material-00291,JP,pharmaceutical,Teva API,48,Store at -20C,True,2026-02-28T06:26:33.564889
326919279392295614,MAT-00292,Nivolumab,API,Active Pharmaceutical Ingredient,707864-72-8,Br9N16S19C13O20,844.1366,Nivolumab,Nivolumab,JP,pharmaceutical,Shin-Etsu,12,Store below 25C,True,2026-02-28T06:26:33.564900
903941575760568615,MAT-00293,Material-00293,REFERENCE_STD,Reference Standard,47360-26-5,,,,Material-00293,JP,pharmaceutical,Dr. Reddy's,60,Store below 25C,True,2026-02-28T06:26:33.564905
200059374940972652,MAT-00294,Material-00294,RAW_MATERIAL,Raw Material,357883-58-1,,,,Material-00294,NF,pharmaceutical,Shin-Etsu,36,Store at -20C,True,2026-02-28T06:26:33.564910
227014722596443513,MAT-00295,Material-00295,INTERMEDIATE,Intermediate,59241-94-3,,,,Material-00295,EP,pharmaceutical,Colorcon,36,Protect from light,True,2026-02-28T06:26:33.564915
284127813622941844,MAT-00296,Dulaglutide,API,Active Pharmaceutical Ingredient,68731-49-1,N2C15S22P28,564.7203,Dulaglutide,Dulaglutide,ACS,pharmaceutical,MSN Labs,48,Store at 2-8C,True,2026-02-28T06:26:33.564925
439222454750714861,MAT-00297,Dulaglutide,API,Active Pharmaceutical Ingredient,492566-85-0,Cl4P26N16S4,859.9504,Dulaglutide,Dulaglutide,EP,pharmaceutical,Shin-Etsu,48,Protect from light,True,2026-02-28T06:26:33.564935
210690685234389460,MAT-00298,Material-00298,RAW_MATERIAL,Raw Material,356082-31-9,,,,Material-00298,JP,pharmaceutical,Shin-Etsu,48,Store below 30C,True,2026-02-28T06:26:33.564940
374369409580861071,MAT-00299,Material-00299,PACKAGING,Packaging Material,666361-19-8,,,,Material-00299,EP,pharmaceutical,Ashland,36,Store below 25C,True,2026-02-28T06:26:33.564944
822614675163700797,MAT-00300,Material-00300,INTERMEDIATE,Intermediate,601430-61-3,,,,Material-00300,ACS,pharmaceutical,Teva API,12,Store in dry place,True,2026-02-28T06:26:33.564952
712780769252661176,MAT-00301,Material-00301,REFERENCE_STD,Reference Standard,99385-85-5,,,,Material-00301,JP,pharmaceutical,BASF,60,Protect from light,True,2026-02-28T06:26:33.564971
329503725986828100,MAT-00302,Material-00302,PACKAGING,Packaging Material,447902-36-5,,,,Material-00302,USP,pharmaceutical,Merck KGaA,36,Protect from light,True,2026-02-28T06:26:33.564984
568604232687135073,MAT-00303,Material-00303,INTERMEDIATE,Intermediate,453989-94-8,,,,Material-00303,JP,pharmaceutical,Colorcon,48,Store at -20C,True,2026-02-28T06:26:33.564994
278172266025735959,MAT-00304,Material-00304,INTERMEDIATE,Intermediate,655372-75-7,,,,Material-00304,IN_HOUSE,pharmaceutical,Dr. Reddy's,60,Store below 30C,True,2026-02-28T06:26:33.565000
1071357688321675034,MAT-00305,Cetuximab,API,Active Pharmaceutical Ingredient,737546-76-2,O26Br20N28F25S30,577.0969,Cetuximab,Cetuximab,ACS,pharmaceutical,Teva API,12,Protect from light,True,2026-02-28T06:26:33.565012
53027274365283224,MAT-00306,Material-00306,EXCIPIENT,Excipient,382019-69-2,,,,Material-00306,EP,pharmaceutical,Evonik,36,Store at -20C,True,2026-02-28T06:26:33.565017
23244273338608589,MAT-00307,Material-00307,PACKAGING,Packaging Material,334182-18-3,,,,Material-00307,NF,pharmaceutical,Ashland,36,Store in dry place,True,2026-02-28T06:26:33.565022
628774567708886933,MAT-00308,Material-00308,EXCIPIENT,Excipient,268953-97-9,,,,Material-00308,EP,pharmaceutical,DFE Pharma,24,Store below 25C,True,2026-02-28T06:26:33.565027
490701987900351976,MAT-00309,Material-00309,EXCIPIENT,Excipient,201288-13-3,,,,Material-00309,JP,pharmaceutical,Roquette,48,Protect from light,True,2026-02-28T06:26:33.565031
476749480334188760,MAT-00310,Material-00310,PACKAGING,Packaging Material,442569-92-0,,,,Material-00310,EP,pharmaceutical,Evonik,36,Store below 30C,True,2026-02-28T06:26:33.565040
1017679416895578274,MAT-00311,Pantoprazole,API,Active Pharmaceutical Ingredient,828078-45-8,CBr2Cl28,1086.156,Pantoprazole,Pantoprazole,JP,pharmaceutical,Croda,36,Store below 25C,True,2026-02-28T06:26:33.565049
116912171170877180,MAT-00312,Material-00312,PACKAGING,Packaging Material,940384-56-1,,,,Material-00312,NF,pharmaceutical,Aurobindo,24,Store below 30C,True,2026-02-28T06:26:33.565055
1039256334253329087,MAT-00313,Nivolumab,API,Active Pharmaceutical Ingredient,770208-74-1,Br4H25P26S11,462.2145,Nivolumab,Nivolumab,ACS,pharmaceutical,Teva API,48,Store in dry place,True,2026-02-28T06:26:33.565068
275245744721900923,MAT-00314,Material-00314,RAW_MATERIAL,Raw Material,247449-64-3,,,,Material-00314,EP,pharmaceutical,BASF,24,Store below 30C,True,2026-02-28T06:26:33.565075
728895888135680246,MAT-00315,Material-00315,INTERMEDIATE,Intermediate,460873-62-4,,,,Material-00315,ACS,pharmaceutical,Sigma-Aldrich,48,Protect from light,True,2026-02-28T06:26:33.565084
878070121565549311,MAT-00316,Material-00316,INTERMEDIATE,Intermediate,733652-24-5,,,,Material-00316,ACS,pharmaceutical,DFE Pharma,48,Store in dry place,True,2026-02-28T06:26:33.565092
338103183526852944,MAT-00317,Material-00317,EXCIPIENT,Excipient,291274-28-5,,,,Material-00317,NF,pharmaceutical,Teva API,36,Store at 2-8C,True,2026-02-28T06:26:33.565100
1090471605783780732,MAT-00318,Insulin Glargine,API,Active Pharmaceutical Ingredient,949251-87-0,O18S13,440.1954,Insulin Glargine,Insulin Glargine,IN_HOUSE,pharmaceutical,Shin-Etsu,12,Protect from light,True,2026-02-28T06:26:33.565116
635289958661830243,MAT-00319,Material-00319,EXCIPIENT,Excipient,899358-66-6,,,,Material-00319,USP,pharmaceutical,MSN Labs,48,Store at 2-8C,True,2026-02-28T06:26:33.565122
932895255865469765,MAT-00320,Material-00320,INTERMEDIATE,Intermediate,94684-40-4,,,,Material-00320,EP,pharmaceutical,Aurobindo,24,Store at -20C,True,2026-02-28T06:26:33.565129
346832202821328713,MAT-00321,Material-00321,RAW_MATERIAL,Raw Material,332641-92-6,,,,Material-00321,USP,pharmaceutical,Ashland,12,Store at -20C,True,2026-02-28T06:26:33.565134
508273429511901853,MAT-00322,Material-00322,PACKAGING,Packaging Material,772789-62-5,,,,Material-00322,IN_HOUSE,pharmaceutical,DFE Pharma,12,Store below 30C,True,2026-02-28T06:26:33.565139
37357527873225658,MAT-00323,Material-00323,RAW_MATERIAL,Raw Material,273696-74-1,,,,Material-00323,JP,pharmaceutical,DFE Pharma,60,Store in dry place,True,2026-02-28T06:26:33.565144
434720387415394627,MAT-00324,Material-00324,REFERENCE_STD,Reference Standard,773674-51-7,,,,Material-00324,IN_HOUSE,pharmaceutical,Sigma-Aldrich,12,Store in dry place,True,2026-02-28T06:26:33.565148
87172895384677876,MAT-00325,Material-00325,RAW_MATERIAL,Raw Material,192714-90-7,,,,Material-00325,IN_HOUSE,pharmaceutical,Evonik,12,Store at -20C,True,2026-02-28T06:26:33.565153
1031292880624884401,MAT-00326,Material-00326,EXCIPIENT,Excipient,658866-49-5,,,,Material-00326,ACS,pharmaceutical,BASF,12,Store below 30C,True,2026-02-28T06:26:33.565157
426205249132500770,MAT-00327,Material-00327,EXCIPIENT,Excipient,541498-93-2,,,,Material-00327,ACS,pharmaceutical,Merck KGaA,48,Store at 2-8C,True,2026-02-28T06:26:33.565162
183756590577170257,MAT-00328,Material-00328,PACKAGING,Packaging Material,501652-27-4,,,,Material-00328,EP,pharmaceutical,Merck KGaA,60,Store at 2-8C,True,2026-02-28T06:26:33.565167
917694328193162470,MAT-00329,Material-00329,INTERMEDIATE,Intermediate,208364-20-6,,,,Material-00329,JP,pharmaceutical,Evonik,48,Store at -20C,True,2026-02-28T06:26:33.565171
971862910815156944,MAT-00330,Material-00330,REFERENCE_STD,Reference Standard,235441-12-0,,,,Material-00330,ACS,pharmaceutical,Merck KGaA,60,Store in dry place,True,2026-02-28T06:26:33.565179
479548705423405612,MAT-00331,Material-00331,EXCIPIENT,Excipient,950945-21-7,,,,Material-00331,EP,pharmaceutical,Ashland,24,Store below 25C,True,2026-02-28T06:26:33.565184
1075962135864788407,MAT-00332,Material-00332,PACKAGING,Packaging Material,648074-64-9,,,,Material-00332,JP,pharmaceutical,Evonik,12,Store at 2-8C,True,2026-02-28T06:26:33.565188
591843083072565394,MAT-00333,Material-00333,EXCIPIENT,Excipient,993306-82-1,,,,Material-00333,USP,pharmaceutical,Teva API,60,Store at -20C,True,2026-02-28T06:26:33.565196
898315029508520489,MAT-00334,Material-00334,PACKAGING,Packaging Material,867492-96-7,,,,Material-00334,USP,pharmaceutical,Colorcon,24,Store below 30C,True,2026-02-28T06:26:33.565201
1138874242894766608,MAT-00335,Material-00335,INTERMEDIATE,Intermediate,302000-73-6,,,,Material-00335,EP,pharmaceutical,DFE Pharma,24,Protect from light,True,2026-02-28T06:26:33.565206
427478344154751870,MAT-00336,Material-00336,EXCIPIENT,Excipient,864169-46-3,,,,Material-00336,NF,pharmaceutical,Evonik,48,Store below 30C,True,2026-02-28T06:26:33.565212
724221756189761679,MAT-00337,Montelukast,API,Active Pharmaceutical Ingredient,274566-40-9,O3FS16Br5P28,455.5706,Montelukast,Montelukast,IN_HOUSE,pharmaceutical,DFE Pharma,24,Store in dry place,True,2026-02-28T06:26:33.565222
134207174586150205,MAT-00338,Material-00338,PACKAGING,Packaging Material,742916-64-9,,,,Material-00338,JP,pharmaceutical,BASF,12,Protect from light,True,2026-02-28T06:26:33.565226
622753094522315268,MAT-00339,Atorvastatin,API,Active Pharmaceutical Ingredient,349081-40-7,C20P13N10S13,838.3882,Atorvastatin,Atorvastatin,EP,pharmaceutical,MSN Labs,60,Store below 25C,True,2026-02-28T06:26:33.565236
630347436889336130,MAT-00340,Material-00340,REFERENCE_STD,Reference Standard,188135-43-2,,,,Material-00340,ACS,pharmaceutical,Roquette,36,Store at -20C,True,2026-02-28T06:26:33.565243
775721891810654249,MAT-00341,Material-00341,EXCIPIENT,Excipient,94052-50-8,,,,Material-00341,NF,pharmaceutical,Evonik,36,Store below 25C,True,2026-02-28T06:26:33.565248
158820552940288502,MAT-00342,Material-00342,INTERMEDIATE,Intermediate,46357-26-7,,,,Material-00342,JP,pharmaceutical,Teva API,36,Store at -20C,True,2026-02-28T06:26:33.565253
102983092250552180,MAT-00343,Material-00343,INTERMEDIATE,Intermediate,946696-43-9,,,,Material-00343,JP,pharmaceutical,Gattefosse,36,Store at -20C,True,2026-02-28T06:26:33.565258
432533063456334513,MAT-00344,Material-00344,EXCIPIENT,Excipient,330920-72-2,,,,Material-00344,ACS,pharmaceutical,Aurobindo,48,Store below 25C,True,2026-02-28T06:26:33.565264
507668975255960059,MAT-00345,Material-00345,EXCIPIENT,Excipient,155890-16-3,,,,Material-00345,EP,pharmaceutical,Sigma-Aldrich,48,Store at 2-8C,True,2026-02-28T06:26:33.565269
853307936968459536,MAT-00346,Material-00346,EXCIPIENT,Excipient,740305-69-6,,,,Material-00346,USP,pharmaceutical,MSN Labs,48,Store below 25C,True,2026-02-28T06:26:33.565273
851626079137934005,MAT-00347,Material-00347,PACKAGING,Packaging Material,373888-81-7,,,,Material-00347,NF,pharmaceutical,Roquette,12,Store in dry place,True,2026-02-28T06:26:33.565278
61391244799276844,MAT-00348,Material-00348,EXCIPIENT,Excipient,129710-54-1,,,,Material-00348,EP,pharmaceutical,Aurobindo,36,Store below 30C,True,2026-02-28T06:26:33.565283
861582941722351304,MAT-00349,Material-00349,EXCIPIENT,Excipient,786415-75-4,,,,Material-00349,ACS,pharmaceutical,MSN Labs,60,Store below 30C,True,2026-02-28T06:26:33.565290
301217955958974503,MAT-00350,Material-00350,REFERENCE_STD,Reference Standard,4376-77-9,,,,Material-00350,EP,pharmaceutical,DFE Pharma,12,Store below 30C,True,2026-02-28T06:26:33.565297
977932262415202316,MAT-00351,Material-00351,PACKAGING,Packaging Material,709840-22-5,,,,Material-00351,USP,pharmaceutical,Ashland,12,Store at -20C,True,2026-02-28T06:26:33.565302
435999329677881528,MAT-00352,Material-00352,INTERMEDIATE,Intermediate,619064-23-5,,,,Material-00352,EP,pharmaceutical,Sigma-Aldrich,12,Store at -20C,True,2026-02-28T06:26:33.565307
184366077707284996,MAT-00353,Material-00353,RAW_MATERIAL,Raw Material,691627-71-7,,,,Material-00353,IN_HOUSE,pharmaceutical,Ashland,60,Store in dry place,True,2026-02-28T06:26:33.565314
1001913658859492888,MAT-00354,Valsartan,API,Active Pharmaceutical Ingredient,46026-93-9,F11N26H2C24Br3,701.8718,Valsartan,Valsartan,ACS,pharmaceutical,DFE Pharma,12,Store at -20C,True,2026-02-28T06:26:33.565325
592081790473202881,MAT-00355,Material-00355,INTERMEDIATE,Intermediate,186707-40-6,,,,Material-00355,USP,pharmaceutical,Sigma-Aldrich,24,Store below 30C,True,2026-02-28T06:26:33.565330
1067558334597503394,MAT-00356,Material-00356,PACKAGING,Packaging Material,817407-61-4,,,,Material-00356,IN_HOUSE,pharmaceutical,Dr. Reddy's,24,Store below 25C,True,2026-02-28T06:26:33.565335
482053176885552080,MAT-00357,Material-00357,INTERMEDIATE,Intermediate,514738-65-4,,,,Material-00357,IN_HOUSE,pharmaceutical,Croda,24,Store at 2-8C,True,2026-02-28T06:26:33.565339
588943282626410734,MAT-00358,Material-00358,RAW_MATERIAL,Raw Material,100830-57-8,,,,Material-00358,EP,pharmaceutical,Roquette,48,Store at -20C,True,2026-02-28T06:26:33.565344
783538814481854311,MAT-00359,Material-00359,PACKAGING,Packaging Material,281571-82-9,,,,Material-00359,NF,pharmaceutical,BASF,48,Store at 2-8C,True,2026-02-28T06:26:33.565349
795184009903339673,MAT-00360,Material-00360,REFERENCE_STD,Reference Standard,195458-65-6,,,,Material-00360,USP,pharmaceutical,Sigma-Aldrich,60,Store at 2-8C,True,2026-02-28T06:26:33.565356
952337836431060979,MAT-00361,Material-00361,PACKAGING,Packaging Material,709348-38-2,,,,Material-00361,NF,pharmaceutical,Gattefosse,60,Store below 25C,True,2026-02-28T06:26:33.565361
313841500103470060,MAT-00362,Material-00362,INTERMEDIATE,Intermediate,491013-65-1,,,,Material-00362,NF,pharmaceutical,Ashland,24,Store below 30C,True,2026-02-28T06:26:33.565365
864805018781351062,MAT-00363,Material-00363,RAW_MATERIAL,Raw Material,946813-48-3,,,,Material-00363,ACS,pharmaceutical,DFE Pharma,36,Protect from light,True,2026-02-28T06:26:33.565370
219351863726323975,MAT-00364,Pembrolizumab,API,Active Pharmaceutical Ingredient,80300-15-8,P14Cl4,611.1221,Pembrolizumab,Pembrolizumab,IN_HOUSE,pharmaceutical,Croda,36,Store at 2-8C,True,2026-02-28T06:26:33.565378
241177263486031537,MAT-00365,Material-00365,INTERMEDIATE,Intermediate,614062-20-8,,,,Material-00365,USP,pharmaceutical,BASF,48,Store below 30C,True,2026-02-28T06:26:33.565385
56105641340456819,MAT-00366,Material-00366,EXCIPIENT,Excipient,883905-60-0,,,,Material-00366,USP,pharmaceutical,DFE Pharma,36,Store at 2-8C,True,2026-02-28T06:26:33.565390
1046982100215011296,MAT-00367,Material-00367,REFERENCE_STD,Reference Standard,759318-68-7,,,,Material-00367,ACS,pharmaceutical,Dr. Reddy's,36,Store at 2-8C,True,2026-02-28T06:26:33.565395
222907964021121757,MAT-00368,Material-00368,EXCIPIENT,Excipient,221371-33-1,,,,Material-00368,IN_HOUSE,pharmaceutical,Croda,36,Store in dry place,True,2026-02-28T06:26:33.565400
1146076036610474967,MAT-00369,Furosemide,API,Active Pharmaceutical Ingredient,560383-12-0,H15C23P13F28O22,1162.3842,Furosemide,Furosemide,ACS,pharmaceutical,Teva API,48,Store at 2-8C,True,2026-02-28T06:26:33.565409
630936179315109867,MAT-00370,Material-00370,REFERENCE_STD,Reference Standard,852681-88-5,,,,Material-00370,IN_HOUSE,pharmaceutical,Merck KGaA,48,Store at 2-8C,True,2026-02-28T06:26:33.565416
116966155853036868,MAT-00371,Lisinopril,API,Active Pharmaceutical Ingredient,141727-11-3,C28O,330.1524,Lisinopril,Lisinopril,IN_HOUSE,pharmaceutical,Evonik,24,Store at -20C,True,2026-02-28T06:26:33.565425
213708846741377507,MAT-00372,Material-00372,RAW_MATERIAL,Raw Material,899926-78-3,,,,Material-00372,USP,pharmaceutical,Ashland,48,Store below 30C,True,2026-02-28T06:26:33.565430
968639016063590319,MAT-00373,Material-00373,PACKAGING,Packaging Material,442422-12-1,,,,Material-00373,EP,pharmaceutical,MSN Labs,24,Store in dry place,True,2026-02-28T06:26:33.565435
1104070105501563909,MAT-00374,Material-00374,RAW_MATERIAL,Raw Material,466945-72-7,,,,Material-00374,USP,pharmaceutical,Aurobindo,48,Protect from light,True,2026-02-28T06:26:33.565439
870289570715112716,MAT-00375,Material-00375,EXCIPIENT,Excipient,211168-47-9,,,,Material-00375,NF,pharmaceutical,Sigma-Aldrich,36,Store below 25C,True,2026-02-28T06:26:33.565444
430828893826771008,MAT-00376,Cetuximab,API,Active Pharmaceutical Ingredient,888853-65-6,P16S17C19O24F20,1128.809,Cetuximab,Cetuximab,NF,pharmaceutical,Colorcon,12,Protect from light,True,2026-02-28T06:26:33.565455
1043094754540487613,MAT-00377,Furosemide,API,Active Pharmaceutical Ingredient,604452-50-8,S29Cl16,228.6348,Furosemide,Furosemide,ACS,pharmaceutical,Merck KGaA,36,Store at -20C,True,2026-02-28T06:26:33.565464
1000353389933779812,MAT-00378,Material-00378,RAW_MATERIAL,Raw Material,457470-12-2,,,,Material-00378,JP,pharmaceutical,Teva API,24,Store at -20C,True,2026-02-28T06:26:33.565470
293311688029468481,MAT-00379,Material-00379,INTERMEDIATE,Intermediate,459442-39-8,,,,Material-00379,EP,pharmaceutical,Croda,36,Protect from light,True,2026-02-28T06:26:33.565479
445385828723668958,MAT-00380,Material-00380,RAW_MATERIAL,Raw Material,688920-69-2,,,,Material-00380,JP,pharmaceutical,Teva API,48,Store at -20C,True,2026-02-28T06:26:33.565487
1131481272932612336,MAT-00381,Material-00381,RAW_MATERIAL,Raw Material,684246-56-7,,,,Material-00381,EP,pharmaceutical,Croda,24,Store at 2-8C,True,2026-02-28T06:26:33.565492
796936240709981910,MAT-00382,Material-00382,RAW_MATERIAL,Raw Material,785700-21-7,,,,Material-00382,EP,pharmaceutical,Evonik,24,Store below 30C,True,2026-02-28T06:26:33.565497
723965000281840648,MAT-00383,Material-00383,REFERENCE_STD,Reference Standard,516144-22-6,,,,Material-00383,NF,pharmaceutical,Ashland,24,Store below 30C,True,2026-02-28T06:26:33.565501
60179564721115832,MAT-00384,Material-00384,REFERENCE_STD,Reference Standard,49384-12-5,,,,Material-00384,JP,pharmaceutical,Shin-Etsu,24,Store below 30C,True,2026-02-28T06:26:33.565506
495741081005181280,MAT-00385,Material-00385,REFERENCE_STD,Reference Standard,33572-18-5,,,,Material-00385,NF,pharmaceutical,BASF,60,Store below 30C,True,2026-02-28T06:26:33.565511
5957268229104322,MAT-00386,Pembrolizumab,API,Active Pharmaceutical Ingredient,235031-72-4,F9C29Cl5S28,859.1491,Pembrolizumab,Pembrolizumab,ACS,pharmaceutical,Croda,12,Store in dry place,True,2026-02-28T06:26:33.565521
607102649959711000,MAT-00387,Prednisone,API,Active Pharmaceutical Ingredient,837848-68-1,H17C4,283.7509,Prednisone,Prednisone,USP,pharmaceutical,Aurobindo,24,Store at 2-8C,True,2026-02-28T06:26:33.565531
562092923187321457,MAT-00388,Material-00388,EXCIPIENT,Excipient,763779-47-7,,,,Material-00388,ACS,pharmaceutical,Roquette,12,Store below 30C,True,2026-02-28T06:26:33.565536
524295630173762395,MAT-00389,Material-00389,RAW_MATERIAL,Raw Material,381455-52-2,,,,Material-00389,USP,pharmaceutical,Aurobindo,24,Store at -20C,True,2026-02-28T06:26:33.565541
1027269725909182523,MAT-00390,Material-00390,PACKAGING,Packaging Material,806634-10-3,,,,Material-00390,NF,pharmaceutical,Shin-Etsu,36,Protect from light,True,2026-02-28T06:26:33.565549
1080582867449038298,MAT-00391,Material-00391,EXCIPIENT,Excipient,89424-44-5,,,,Material-00391,IN_HOUSE,pharmaceutical,Dr. Reddy's,48,Store at 2-8C,True,2026-02-28T06:26:33.565554
1014226176242527789,MAT-00392,Material-00392,RAW_MATERIAL,Raw Material,697348-41-2,,,,Material-00392,ACS,pharmaceutical,DFE Pharma,24,Store below 30C,True,2026-02-28T06:26:33.565558
588069584033014766,MAT-00393,Material-00393,PACKAGING,Packaging Material,433541-62-7,,,,Material-00393,ACS,pharmaceutical,Dr. Reddy's,36,Store below 25C,True,2026-02-28T06:26:33.565563
810514356265049209,MAT-00394,Material-00394,PACKAGING,Packaging Material,152706-11-8,,,,Material-00394,USP,pharmaceutical,BASF,36,Store at 2-8C,True,2026-02-28T06:26:33.565568
708791985046503228,MAT-00395,Material-00395,PACKAGING,Packaging Material,809941-31-6,,,,Material-00395,USP,pharmaceutical,DFE Pharma,12,Store in dry place,True,2026-02-28T06:26:33.565575
401404361117250252,MAT-00396,Material-00396,RAW_MATERIAL,Raw Material,158334-83-0,,,,Material-00396,IN_HOUSE,pharmaceutical,Teva API,60,Store at 2-8C,True,2026-02-28T06:26:33.565582
1145206419821269854,MAT-00397,Material-00397,PACKAGING,Packaging Material,421580-97-8,,,,Material-00397,JP,pharmaceutical,Teva API,36,Store at 2-8C,True,2026-02-28T06:26:33.565587
648360838040952525,MAT-00398,Escitalopram,API,Active Pharmaceutical Ingredient,943987-77-9,Cl7Br29F18,786.7956,Escitalopram,Escitalopram,ACS,pharmaceutical,Merck KGaA,48,Store in dry place,True,2026-02-28T06:26:33.565597
92783009971890798,MAT-00399,Material-00399,INTERMEDIATE,Intermediate,930844-93-6,,,,Material-00399,EP,pharmaceutical,MSN Labs,36,Store below 25C,True,2026-02-28T06:26:33.565601
69407286600975348,MAT-00400,Adalimumab,API,Active Pharmaceutical Ingredient,350791-59-2,O10H17S11Cl25,799.2541,Adalimumab,Adalimumab,USP,pharmaceutical,Sigma-Aldrich,60,Protect from light,True,2026-02-28T06:26:33.565614
1134579993281753878,MAT-00401,Material-00401,INTERMEDIATE,Intermediate,253113-48-6,,,,Material-00401,ACS,pharmaceutical,BASF,12,Store at 2-8C,True,2026-02-28T06:26:33.565620
599710495381887919,MAT-00402,Material-00402,INTERMEDIATE,Intermediate,657496-74-5,,,,Material-00402,USP,pharmaceutical,Sigma-Aldrich,12,Store at -20C,True,2026-02-28T06:26:33.565626
152393005255842439,MAT-00403,Material-00403,INTERMEDIATE,Intermediate,600291-10-7,,,,Material-00403,JP,pharmaceutical,Colorcon,60,Protect from light,True,2026-02-28T06:26:33.565631
332981032358544038,MAT-00404,Material-00404,RAW_MATERIAL,Raw Material,937832-90-8,,,,Material-00404,ACS,pharmaceutical,Colorcon,36,Store at 2-8C,True,2026-02-28T06:26:33.565639
454320684164162709,MAT-00405,Material-00405,INTERMEDIATE,Intermediate,699368-83-2,,,,Material-00405,IN_HOUSE,pharmaceutical,DFE Pharma,60,Store in dry place,True,2026-02-28T06:26:33.565643
72983767964755306,MAT-00406,Material-00406,EXCIPIENT,Excipient,110388-51-8,,,,Material-00406,ACS,pharmaceutical,Colorcon,36,Store at -20C,True,2026-02-28T06:26:33.565648
324012116667633819,MAT-00407,Simvastatin,API,Active Pharmaceutical Ingredient,746259-64-6,H14C29,243.0697,Simvastatin,Simvastatin,EP,pharmaceutical,Roquette,12,Store at 2-8C,True,2026-02-28T06:26:33.565657
707966395156200204,MAT-00408,Material-00408,RAW_MATERIAL,Raw Material,551868-61-9,,,,Material-00408,ACS,pharmaceutical,Gattefosse,48,Store at 2-8C,True,2026-02-28T06:26:33.565662
