product_key,product_id,product_name,inn_name,brand_name,product_family,dosage_form_code,dosage_form_name,route_of_administration,strength,strength_value,strength_uom,therapeutic_area,nda_number,shelf_life_months,storage_conditions,container_closure_system,is_active,load_timestamp
192510662331137848,PROD-00200,Trastuzumab 200 mg Lyophilized Powder for Injection,Trastuzumab,,Trastuzumab,INJ,Lyophilized Powder for Injection,NASAL,200 mg,200.0,mg,Dermatology,NDA-700383,24,Store below 30C,HDPE bottle,True,2026-02-28T06:26:33.560610
1084409026984469484,PROD-00201,Prednisone 50 mg/mL Soft Gelatin Capsule,Prednisone,PREDBRAND-27,Prednisone,CAP,Soft Gelatin Capsule,IM,50 mg/mL,50.0,mg/mL,Respiratory,NDA-741181,60,Store in dry place,Amber glass bottle,True,2026-02-28T06:26:33.560617
1030896150716202452,PROD-00202,Atorvastatin 100 mg Topical Ointment,Atorvastatin,ATORBRAND-85,Atorvastatin,OIN,Topical Ointment,SC,100 mg,100.0,mg,Gastroenterology,NDA-428993,36,Store at -20C,Prefilled syringe,True,2026-02-28T06:26:33.560622
255407770959935193,PROD-00203,Valsartan 10 mg/mL Oral Solution,Valsartan,VALSBRAND-25,Valsartan,SOL,Oral Solution,TOPICAL,10 mg/mL,10.0,mg/mL,Immunology,NDA-412999,36,Store at 2-8C,LDPE bag,True,2026-02-28T06:26:33.560629
602193911373197928,PROD-00204,Montelukast 250 mg Topical Ointment,Montelukast,MONTBRAND-45,Montelukast,OIN,Topical Ointment,OPHTHALMIC,250 mg,250.0,mg,Pain,NDA-934042,48,Store at 2-8C,HDPE bottle,True,2026-02-28T06:26:33.560635
438424988613017151,PROD-00205,Nivolumab 5% Topical Cream,Nivolumab,NIVOBRAND-51,Nivolumab,CRM,Topical Cream,NASAL,5%,,mg,Infectious Disease,NDA-943700,36,Store at 2-8C,HDPE bottle,True,2026-02-28T06:26:33.560641
90504420278716385,PROD-00206,Montelukast 25 mg Topical Ointment,Montelukast,MONTBRAND-84,Montelukast,OIN,Topical Ointment,INHALATION,25 mg,25.0,mg,Endocrinology,NDA-324381,36,Protect from light,PVC/Alu blister,True,2026-02-28T06:26:33.560647
408328079668907196,PROD-00207,Pembrolizumab 1 g Topical Ointment,Pembrolizumab,,Pembrolizumab,OIN,Topical Ointment,IM,1 g,1.0,g,Hematology,NDA-354235,24,Store in dry place,Prefilled syringe,True,2026-02-28T06:26:33.560653
461224660842843364,PROD-00208,Metoprolol 500 mg Topical Cream,Metoprolol,,Metoprolol,CRM,Topical Cream,ORAL,500 mg,500.0,mg,Infectious Disease,NDA-205428,36,Store below 25C,Prefilled syringe,True,2026-02-28T06:26:33.560658
381475275202112429,PROD-00209,Azithromycin 1% Solution for Injection,Azithromycin,AZITBRAND-97,Azithromycin,INJ,Solution for Injection,OPHTHALMIC,1%,,mg,Endocrinology,NDA-777273,24,Store below 25C,Amber glass bottle,True,2026-02-28T06:26:33.560669
135597792281916697,PROD-00210,Nivolumab 5% Chewable Tablet,Nivolumab,NIVOBRAND-23,Nivolumab,TAB,Chewable Tablet,ORAL,5%,,mg,Respiratory,NDA-284327,24,Store at -20C,LDPE bag,True,2026-02-28T06:26:33.560681
990161513847383330,PROD-00211,Sitagliptin 2.5 mg/mL Extended-Release Tablet,Sitagliptin,,Sitagliptin,TAB,Extended-Release Tablet,ORAL,2.5 mg/mL,2.5,mg/mL,Ophthalmology,NDA-451317,48,Store at -20C,Amber glass bottle,True,2026-02-28T06:26:33.560689
346827399503972080,PROD-00212,Adalimumab 1% Oral Solution,Adalimumab,ADALBRAND-60,Adalimumab,SOL,Oral Solution,IM,1%,,mg,Endocrinology,,24,Store at 2-8C,Glass vial,True,2026-02-28T06:26:33.560697
335427074840025026,PROD-00213,Canagliflozin 1 g Lyophilized Powder for Injection,Canagliflozin,,Canagliflozin,INJ,Lyophilized Powder for Injection,IM,1 g,1.0,g,Infectious Disease,NDA-695361,36,Store below 30C,Prefilled syringe,True,2026-02-28T06:26:33.560705
1033279074879202676,PROD-00214,Cetuximab 20 mg/mL Lyophilized Powder,Cetuximab,CETUBRAND-12,Cetuximab,LYOPH,Lyophilized Powder,NASAL,20 mg/mL,20.0,mg/mL,Respiratory,NDA-293757,36,Store at -20C,PVC/Alu blister,True,2026-02-28T06:26:33.560713
742001515881347409,PROD-00215,Sertraline 1 g Film-Coated Tablet,Sertraline,,Sertraline,TAB,Film-Coated Tablet,NASAL,1 g,1.0,g,Nephrology,NDA-445637,48,Protect from light,Amber glass bottle,True,2026-02-28T06:26:33.560727
1002460434171314836,PROD-00216,Nivolumab 1 g Film-Coated Tablet,Nivolumab,NIVOBRAND-8,Nivolumab,TAB,Film-Coated Tablet,INHALATION,1 g,1.0,g,Dermatology,,48,Store below 30C,Alu/Alu blister,True,2026-02-28T06:26:33.560737
147683455879607444,PROD-00217,Semaglutide 2.5 mg/mL Oral Solution,Semaglutide,SEMABRAND-38,Semaglutide,SOL,Oral Solution,IV,2.5 mg/mL,2.5,mg/mL,Infectious Disease,NDA-329772,36,Store at -20C,Glass vial,True,2026-02-28T06:26:33.560746
384599310493851517,PROD-00218,Dapagliflozin 300 IU/mL Topical Ointment,Dapagliflozin,DAPABRAND-71,Dapagliflozin,OIN,Topical Ointment,INHALATION,300 IU/mL,300.0,IU/mL,Gastroenterology,NDA-940952,36,Store below 30C,Amber glass bottle,True,2026-02-28T06:26:33.560755
370156298442418910,PROD-00219,Vildagliptin 25 mg Oral Suspension,Vildagliptin,VILDBRAND-47,Vildagliptin,SUS,Oral Suspension,OPHTHALMIC,25 mg,25.0,mg,Cardiology,NDA-217659,24,Protect from light,Prefilled syringe,True,2026-02-28T06:26:33.560769
696764875187483983,PROD-00220,Gabapentin 5% Oral Suspension,Gabapentin,,Gabapentin,SUS,Oral Suspension,IM,5%,,mg,Pain,NDA-813341,36,Store in dry place,Prefilled syringe,True,2026-02-28T06:26:33.560779
45771643882205119,PROD-00221,Sitagliptin 2% Immediate-Release Tablet,Sitagliptin,SITABRAND-59,Sitagliptin,TAB,Immediate-Release Tablet,OPHTHALMIC,2%,,mg,CNS,NDA-578987,24,Protect from light,Alu/Alu blister,True,2026-02-28T06:26:33.560787
221567586996381497,PROD-00222,Semaglutide 2.5 mg/mL Transdermal Patch,Semaglutide,SEMABRAND-1,Semaglutide,PATCH,Transdermal Patch,ORAL,2.5 mg/mL,2.5,mg/mL,Hematology,NDA-176577,24,Store at -20C,PVC/Alu blister,True,2026-02-28T06:26:33.560793
1115958671608017070,PROD-00223,Dulaglutide 5% Immediate-Release Tablet,Dulaglutide,DULABRAND-9,Dulaglutide,TAB,Immediate-Release Tablet,ORAL,5%,,mg,Gastroenterology,,60,Store below 30C,LDPE bag,True,2026-02-28T06:26:33.560798
43099711139311430,PROD-00224,Lisinopril 50 mg/mL Transdermal Patch,Lisinopril,LISIBRAND-49,Lisinopril,PATCH,Transdermal Patch,INHALATION,50 mg/mL,50.0,mg/mL,Gastroenterology,NDA-495833,60,Store below 25C,Amber glass bottle,True,2026-02-28T06:26:33.560804
505546192652036966,PROD-00225,Insulin Lispro 5% Metered-Dose Inhaler,Insulin Lispro,INSUBRAND-45,Insulin Lispro,INH,Metered-Dose Inhaler,IM,5%,,mg,Cardiology,,60,Protect from light,Glass vial,True,2026-02-28T06:26:33.560813
520115324443296841,PROD-00226,Canagliflozin 5 mg Chewable Tablet,Canagliflozin,CANABRAND-60,Canagliflozin,TAB,Chewable Tablet,ORAL,5 mg,5.0,mg,Dermatology,NDA-544730,60,Store below 30C,Glass vial,True,2026-02-28T06:26:33.560819
758798105649577054,PROD-00227,Dapagliflozin 100 mg Soft Gelatin Capsule,Dapagliflozin,,Dapagliflozin,CAP,Soft Gelatin Capsule,TOPICAL,100 mg,100.0,mg,Hematology,NDA-133782,60,Protect from light,LDPE bag,True,2026-02-28T06:26:33.560825
106238092183137397,PROD-00228,Ibuprofen 250 mg Chewable Tablet,Ibuprofen,,Ibuprofen,TAB,Chewable Tablet,IV,250 mg,250.0,mg,Oncology,NDA-804667,24,Store below 30C,Amber glass bottle,True,2026-02-28T06:26:33.560830
843075438038020379,PROD-00229,Metformin 0.5% Solution for Injection,Metformin,METFBRAND-97,Metformin,INJ,Solution for Injection,SC,0.5%,,mg,Nephrology,,48,Store below 30C,LDPE bag,True,2026-02-28T06:26:33.560836
777169568485075321,PROD-00230,Canagliflozin 5 mg/mL Oral Suspension,Canagliflozin,,Canagliflozin,SUS,Oral Suspension,INHALATION,5 mg/mL,5.0,mg/mL,CNS,NDA-646571,36,Store at -20C,PVC/Alu blister,True,2026-02-28T06:26:33.560844
315787138290419757,PROD-00231,Escitalopram 5% Film-Coated Tablet,Escitalopram,ESCIBRAND-55,Escitalopram,TAB,Film-Coated Tablet,IM,5%,,mg,Pain,NDA-461145,60,Protect from light,PVC/Alu blister,True,2026-02-28T06:26:33.560850
736765429461964305,PROD-00232,Dulaglutide 50 mg/mL Solution for Injection,Dulaglutide,,Dulaglutide,INJ,Solution for Injection,IM,50 mg/mL,50.0,mg/mL,CNS,NDA-596520,36,Store below 30C,PVC/Alu blister,True,2026-02-28T06:26:33.560858
828202038439672337,PROD-00233,Liraglutide 0.5% Extended-Release Tablet,Liraglutide,LIRABRAND-54,Liraglutide,TAB,Extended-Release Tablet,ORAL,0.5%,,mg,Pain,NDA-507286,36,Store at 2-8C,Glass vial,True,2026-02-28T06:26:33.560864
607979074285322091,PROD-00234,Valsartan 25 mg Topical Cream,Valsartan,VALSBRAND-12,Valsartan,CRM,Topical Cream,OPHTHALMIC,25 mg,25.0,mg,Pain,NDA-299734,24,Store at 2-8C,Alu/Alu blister,True,2026-02-28T06:26:33.560870
456976712580854550,PROD-00235,Semaglutide 300 IU/mL Oral Suspension,Semaglutide,SEMABRAND-25,Semaglutide,SUS,Oral Suspension,ORAL,300 IU/mL,300.0,IU/mL,Nephrology,NDA-859489,36,Store at -20C,Glass vial,True,2026-02-28T06:26:33.560876
833016089574197714,PROD-00236,Valsartan 5 mg Hard Gelatin Capsule,Valsartan,VALSBRAND-95,Valsartan,CAP,Hard Gelatin Capsule,SC,5 mg,5.0,mg,Cardiology,NDA-890973,60,Store below 30C,Amber glass bottle,True,2026-02-28T06:26:33.560885
362340963069002976,PROD-00237,Rituximab 250 mg Topical Ointment,Rituximab,RITUBRAND-71,Rituximab,OIN,Topical Ointment,NASAL,250 mg,250.0,mg,Infectious Disease,NDA-499152,60,Protect from light,Amber glass bottle,True,2026-02-28T06:26:33.560894
803327766617464194,PROD-00238,Duloxetine 1 g Hard Gelatin Capsule,Duloxetine,DULOBRAND-64,Duloxetine,CAP,Hard Gelatin Capsule,INHALATION,1 g,1.0,g,Gastroenterology,,60,Store at 2-8C,Glass vial,True,2026-02-28T06:26:33.560902
1097917646790276505,PROD-00239,Fluoxetine 50 mg/mL Soft Gelatin Capsule,Fluoxetine,FLUOBRAND-29,Fluoxetine,CAP,Soft Gelatin Capsule,ORAL,50 mg/mL,50.0,mg/mL,Hematology,,48,Protect from light,Prefilled syringe,True,2026-02-28T06:26:33.560911
1121807283852467956,PROD-00240,Trastuzumab 50 mg/mL Topical Ointment,Trastuzumab,,Trastuzumab,OIN,Topical Ointment,TOPICAL,50 mg/mL,50.0,mg/mL,Infectious Disease,NDA-697467,36,Store at -20C,Prefilled syringe,True,2026-02-28T06:26:33.560925
673782274920471488,PROD-00241,Insulin Glargine 5 mg/mL Topical Cream,Insulin Glargine,INSUBRAND-63,Insulin Glargine,CRM,Topical Cream,TOPICAL,5 mg/mL,5.0,mg/mL,Hematology,NDA-614426,60,Store below 30C,Amber glass bottle,True,2026-02-28T06:26:33.560934
925627844707923264,PROD-00242,Duloxetine 100 mg Extended-Release Tablet,Duloxetine,,Duloxetine,TAB,Extended-Release Tablet,OPHTHALMIC,100 mg,100.0,mg,Pain,NDA-161585,24,Store below 25C,LDPE bag,True,2026-02-28T06:26:33.560942
389659098158637539,PROD-00243,Insulin Lispro 5 mg Film-Coated Tablet,Insulin Lispro,,Insulin Lispro,TAB,Film-Coated Tablet,NASAL,5 mg,5.0,mg,Dermatology,NDA-841521,36,Store below 25C,Glass vial,True,2026-02-28T06:26:33.560950
1073907112972659513,PROD-00244,Rivaroxaban 10 mg/mL Lyophilized Powder for Injection,Rivaroxaban,RIVABRAND-86,Rivaroxaban,INJ,Lyophilized Powder for Injection,ORAL,10 mg/mL,10.0,mg/mL,Ophthalmology,NDA-791309,60,Store below 25C,HDPE bottle,True,2026-02-28T06:26:33.560979
639308617167818734,PROD-00245,Adalimumab 50 mg/mL Oral Solution,Adalimumab,,Adalimumab,SOL,Oral Solution,ORAL,50 mg/mL,50.0,mg/mL,Hematology,NDA-400614,24,Protect from light,LDPE bag,True,2026-02-28T06:26:33.560989
516502687076376502,PROD-00246,Dulaglutide 50 mg/mL Topical Cream,Dulaglutide,,Dulaglutide,CRM,Topical Cream,IM,50 mg/mL,50.0,mg/mL,Cardiology,NDA-352674,36,Protect from light,Prefilled syringe,True,2026-02-28T06:26:33.560996
760288528368192633,PROD-00247,Pantoprazole 10 mg/mL Metered-Dose Inhaler,Pantoprazole,PANTBRAND-11,Pantoprazole,INH,Metered-Dose Inhaler,TOPICAL,10 mg/mL,10.0,mg/mL,Infectious Disease,NDA-581294,36,Store in dry place,Glass vial,True,2026-02-28T06:26:33.561005
341424379006390637,PROD-00248,Rosuvastatin 25 mg Topical Cream,Rosuvastatin,,Rosuvastatin,CRM,Topical Cream,ORAL,25 mg,25.0,mg,Respiratory,NDA-599127,24,Store in dry place,HDPE bottle,True,2026-02-28T06:26:33.561013
361195846069550974,PROD-00249,Dulaglutide 25 mg Extended-Release Tablet,Dulaglutide,DULABRAND-83,Dulaglutide,TAB,Extended-Release Tablet,OPHTHALMIC,25 mg,25.0,mg,Nephrology,NDA-999636,24,Protect from light,HDPE bottle,True,2026-02-28T06:26:33.561021
910692005827022726,PROD-00250,Metoprolol 100 IU/mL Chewable Tablet,Metoprolol,,Metoprolol,TAB,Chewable Tablet,OPHTHALMIC,100 IU/mL,100.0,IU/mL,Cardiology,NDA-393992,24,Store below 30C,LDPE bag,True,2026-02-28T06:26:33.561032
985192406521430610,PROD-00251,Clopidogrel 250 mg Film-Coated Tablet,Clopidogrel,CLOPBRAND-92,Clopidogrel,TAB,Film-Coated Tablet,IM,250 mg,250.0,mg,Respiratory,NDA-413814,36,Protect from light,Glass vial,True,2026-02-28T06:26:33.561040
359446661399278967,PROD-00252,Nivolumab 20 mg/mL Metered-Dose Inhaler,Nivolumab,NIVOBRAND-95,Nivolumab,INH,Metered-Dose Inhaler,INHALATION,20 mg/mL,20.0,mg/mL,CNS,NDA-822794,24,Protect from light,Amber glass bottle,True,2026-02-28T06:26:33.561050
991656139745263554,PROD-00253,Duloxetine 50 mg Film-Coated Tablet,Duloxetine,,Duloxetine,TAB,Film-Coated Tablet,NASAL,50 mg,50.0,mg,Cardiology,NDA-906360,60,Store at 2-8C,HDPE bottle,True,2026-02-28T06:26:33.561059
566172641180576253,PROD-00254,Cetuximab 0.5% Hard Gelatin Capsule,Cetuximab,,Cetuximab,CAP,Hard Gelatin Capsule,OPHTHALMIC,0.5%,,mg,Pain,NDA-552825,36,Store in dry place,Prefilled syringe,True,2026-02-28T06:26:33.561067
1045726352688900765,PROD-00255,Insulin Lispro 25 mg Solution for Injection,Insulin Lispro,INSUBRAND-92,Insulin Lispro,INJ,Solution for Injection,TOPICAL,25 mg,25.0,mg,Cardiology,,36,Store at -20C,Amber glass bottle,True,2026-02-28T06:26:33.561081
562360097007820089,PROD-00256,Cetuximab 20 mg/mL Extended-Release Tablet,Cetuximab,CETUBRAND-12,Cetuximab,TAB,Extended-Release Tablet,INHALATION,20 mg/mL,20.0,mg/mL,Oncology,NDA-566339,48,Store at 2-8C,HDPE bottle,True,2026-02-28T06:26:33.561091
69598425094796121,PROD-00257,Lisinopril 200 mg Immediate-Release Tablet,Lisinopril,LISIBRAND-72,Lisinopril,TAB,Immediate-Release Tablet,NASAL,200 mg,200.0,mg,Pain,NDA-127537,24,Store at 2-8C,Prefilled syringe,True,2026-02-28T06:26:33.561099
883121046349506283,PROD-00258,Omeprazole 300 IU/mL Oral Suspension,Omeprazole,OMEPBRAND-2,Omeprazole,SUS,Oral Suspension,INHALATION,300 IU/mL,300.0,IU/mL,Endocrinology,NDA-917018,24,Store in dry place,Prefilled syringe,True,2026-02-28T06:26:33.561111
984050327643881260,PROD-00259,Sertraline 2% Oral Suspension,Sertraline,SERTBRAND-22,Sertraline,SUS,Oral Suspension,IM,2%,,mg,CNS,NDA-381444,60,Store below 30C,HDPE bottle,True,2026-02-28T06:26:33.561121
820543605532400472,PROD-00260,Azithromycin 1 g Solution for Injection,Azithromycin,,Azithromycin,INJ,Solution for Injection,NASAL,1 g,1.0,g,Nephrology,,48,Store below 30C,Amber glass bottle,True,2026-02-28T06:26:33.561132
386620253845541666,PROD-00261,Cetuximab 300 IU/mL Lyophilized Powder for Injection,Cetuximab,CETUBRAND-18,Cetuximab,INJ,Lyophilized Powder for Injection,SC,300 IU/mL,300.0,IU/mL,Endocrinology,,60,Store at 2-8C,LDPE bag,True,2026-02-28T06:26:33.561142
1048655822757692053,PROD-00262,Bevacizumab 5 mg/mL Solution for Injection,Bevacizumab,BEVABRAND-84,Bevacizumab,INJ,Solution for Injection,OPHTHALMIC,5 mg/mL,5.0,mg/mL,Ophthalmology,,48,Protect from light,Amber glass bottle,True,2026-02-28T06:26:33.561149
305904283906453387,PROD-00263,Gabapentin 5 mg/mL Lyophilized Powder for Injection,Gabapentin,GABABRAND-41,Gabapentin,INJ,Lyophilized Powder for Injection,IM,5 mg/mL,5.0,mg/mL,Endocrinology,NDA-763646,60,Protect from light,LDPE bag,True,2026-02-28T06:26:33.561155
708096735863034662,PROD-00264,Sertraline 20 mg/mL Soft Gelatin Capsule,Sertraline,SERTBRAND-51,Sertraline,CAP,Soft Gelatin Capsule,TOPICAL,20 mg/mL,20.0,mg/mL,Infectious Disease,,36,Protect from light,Prefilled syringe,True,2026-02-28T06:26:33.561161
680559484132005317,PROD-00265,Amoxicillin 5% Topical Cream,Amoxicillin,AMOXBRAND-60,Amoxicillin,CRM,Topical Cream,ORAL,5%,,mg,Hematology,NDA-936433,48,Store in dry place,HDPE bottle,True,2026-02-28T06:26:33.561166
809844774894233799,PROD-00266,Carvedilol 1% Topical Cream,Carvedilol,CARVBRAND-31,Carvedilol,CRM,Topical Cream,IM,1%,,mg,Endocrinology,NDA-849979,60,Store at -20C,HDPE bottle,True,2026-02-28T06:26:33.561175
621601931776410255,PROD-00267,Prednisone 1% Oral Suspension,Prednisone,PREDBRAND-89,Prednisone,SUS,Oral Suspension,NASAL,1%,,mg,Respiratory,NDA-929130,48,Store in dry place,LDPE bag,True,2026-02-28T06:26:33.561181
581796275531556739,PROD-00268,Adalimumab 25 mg Oral Suspension,Adalimumab,ADALBRAND-85,Adalimumab,SUS,Oral Suspension,IV,25 mg,25.0,mg,Dermatology,NDA-778428,24,Protect from light,Amber glass bottle,True,2026-02-28T06:26:33.561187
794655605309160784,PROD-00269,Semaglutide 20 mg/mL Topical Cream,Semaglutide,SEMABRAND-56,Semaglutide,CRM,Topical Cream,INHALATION,20 mg/mL,20.0,mg/mL,Cardiology,,48,Store below 30C,Prefilled syringe,True,2026-02-28T06:26:33.561193
939023733026604865,PROD-00270,Saxagliptin 5% Oral Solution,Saxagliptin,SAXABRAND-51,Saxagliptin,SOL,Oral Solution,SC,5%,,mg,Gastroenterology,NDA-717181,36,Store at 2-8C,HDPE bottle,True,2026-02-28T06:26:33.561204
844933998136508510,PROD-00271,Empagliflozin 2.5 mg/mL Immediate-Release Tablet,Empagliflozin,EMPABRAND-11,Empagliflozin,TAB,Immediate-Release Tablet,NASAL,2.5 mg/mL,2.5,mg/mL,Cardiology,NDA-865618,36,Store at 2-8C,PVC/Alu blister,True,2026-02-28T06:26:33.561210
143197858100002084,PROD-00272,Valsartan 250 mg Lyophilized Powder for Injection,Valsartan,VALSBRAND-13,Valsartan,INJ,Lyophilized Powder for Injection,OPHTHALMIC,250 mg,250.0,mg,Gastroenterology,NDA-574425,48,Store below 25C,PVC/Alu blister,True,2026-02-28T06:26:33.561216
600749851155960615,PROD-00273,Metformin 50 mg Transdermal Patch,Metformin,METFBRAND-83,Metformin,PATCH,Transdermal Patch,ORAL,50 mg,50.0,mg,Cardiology,NDA-272337,36,Protect from light,Glass vial,True,2026-02-28T06:26:33.561223
1009599089079325897,PROD-00274,Pembrolizumab 5 mg/mL Extended-Release Tablet,Pembrolizumab,PEMBBRAND-30,Pembrolizumab,TAB,Extended-Release Tablet,NASAL,5 mg/mL,5.0,mg/mL,Nephrology,NDA-293411,36,Store in dry place,Amber glass bottle,True,2026-02-28T06:26:33.561228
716107631686052062,PROD-00275,Furosemide 5 mg Solution for Injection,Furosemide,FUROBRAND-55,Furosemide,INJ,Solution for Injection,SC,5 mg,5.0,mg,Respiratory,,36,Store below 30C,PVC/Alu blister,True,2026-02-28T06:26:33.561234
70301840082256022,PROD-00276,Vildagliptin 25 mg Topical Ointment,Vildagliptin,VILDBRAND-69,Vildagliptin,OIN,Topical Ointment,IV,25 mg,25.0,mg,CNS,NDA-306647,60,Store below 25C,PVC/Alu blister,True,2026-02-28T06:26:33.561240
473737931207064305,PROD-00277,Insulin Lispro 1% Metered-Dose Inhaler,Insulin Lispro,INSUBRAND-79,Insulin Lispro,INH,Metered-Dose Inhaler,INHALATION,1%,,mg,Respiratory,NDA-464825,48,Store at -20C,Prefilled syringe,True,2026-02-28T06:26:33.561245
676699034106089391,PROD-00278,Amoxicillin 2.5 mg/mL Metered-Dose Inhaler,Amoxicillin,AMOXBRAND-41,Amoxicillin,INH,Metered-Dose Inhaler,IV,2.5 mg/mL,2.5,mg/mL,Cardiology,NDA-222629,36,Store at 2-8C,Amber glass bottle,True,2026-02-28T06:26:33.561252
355839207984994365,PROD-00279,Simvastatin 20 mg/mL Oral Solution,Simvastatin,SIMVBRAND-74,Simvastatin,SOL,Oral Solution,NASAL,20 mg/mL,20.0,mg/mL,Respiratory,NDA-610310,36,Protect from light,Glass vial,True,2026-02-28T06:26:33.561258
986009731167468690,PROD-00280,Sitagliptin 100 mg Hard Gelatin Capsule,Sitagliptin,SITABRAND-58,Sitagliptin,CAP,Hard Gelatin Capsule,IM,100 mg,100.0,mg,Ophthalmology,,48,Store below 25C,Alu/Alu blister,True,2026-02-28T06:26:33.561265
1147385589186861604,PROD-00281,Lisinopril 20 mg/mL Chewable Tablet,Lisinopril,LISIBRAND-63,Lisinopril,TAB,Chewable Tablet,OPHTHALMIC,20 mg/mL,20.0,mg/mL,Respiratory,NDA-565412,60,Store below 30C,HDPE bottle,True,2026-02-28T06:26:33.561271
256369084783740577,PROD-00282,Nivolumab 500 mg Film-Coated Tablet,Nivolumab,,Nivolumab,TAB,Film-Coated Tablet,TOPICAL,500 mg,500.0,mg,Immunology,NDA-276379,60,Protect from light,Amber glass bottle,True,2026-02-28T06:26:33.561276
962082109523983309,PROD-00283,Alogliptin 1% Transdermal Patch,Alogliptin,ALOGBRAND-35,Alogliptin,PATCH,Transdermal Patch,IV,1%,,mg,Nephrology,NDA-484682,24,Store in dry place,Alu/Alu blister,True,2026-02-28T06:26:33.561282
48452932548525,PROD-00284,Adalimumab 50 mg/mL Chewable Tablet,Adalimumab,ADALBRAND-84,Adalimumab,TAB,Chewable Tablet,IV,50 mg/mL,50.0,mg/mL,Nephrology,NDA-133796,60,Store at 2-8C,PVC/Alu blister,True,2026-02-28T06:26:33.561291
70125784984355263,PROD-00285,Omeprazole 50 mg Lyophilized Powder for Injection,Omeprazole,,Omeprazole,INJ,Lyophilized Powder for Injection,SC,50 mg,50.0,mg,Hematology,NDA-467663,60,Store below 30C,Prefilled syringe,True,2026-02-28T06:26:33.561297
408111562032626965,PROD-00286,Lisinopril 250 mg Transdermal Patch,Lisinopril,LISIBRAND-73,Lisinopril,PATCH,Transdermal Patch,SC,250 mg,250.0,mg,Infectious Disease,NDA-725850,36,Store at 2-8C,Amber glass bottle,True,2026-02-28T06:26:33.561302
41850826022674604,PROD-00287,Montelukast 100 IU/mL Hard Gelatin Capsule,Montelukast,MONTBRAND-66,Montelukast,CAP,Hard Gelatin Capsule,TOPICAL,100 IU/mL,100.0,IU/mL,Dermatology,NDA-242175,60,Store below 25C,PVC/Alu blister,True,2026-02-28T06:26:33.561312
573448767804447703,PROD-00288,Insulin Glargine 100 mg Extended-Release Tablet,Insulin Glargine,,Insulin Glargine,TAB,Extended-Release Tablet,SC,100 mg,100.0,mg,Infectious Disease,NDA-898462,60,Store at -20C,Glass vial,True,2026-02-28T06:26:33.561318
640056929951954187,PROD-00289,Nivolumab 1 g Topical Cream,Nivolumab,NIVOBRAND-10,Nivolumab,CRM,Topical Cream,NASAL,1 g,1.0,g,Dermatology,NDA-906233,24,Store at -20C,Prefilled syringe,True,2026-02-28T06:26:33.561324
672139494111111162,PROD-00290,Saxagliptin 10 mg/mL Hard Gelatin Capsule,Saxagliptin,SAXABRAND-42,Saxagliptin,CAP,Hard Gelatin Capsule,OPHTHALMIC,10 mg/mL,10.0,mg/mL,Ophthalmology,,24,Store in dry place,Alu/Alu blister,True,2026-02-28T06:26:33.561332
784946071836136698,PROD-00291,Cetuximab 10 mg/mL Topical Cream,Cetuximab,CETUBRAND-51,Cetuximab,CRM,Topical Cream,IV,10 mg/mL,10.0,mg/mL,Immunology,NDA-964915,36,Store at -20C,PVC/Alu blister,True,2026-02-28T06:26:33.561338
289500056663981898,PROD-00292,Clopidogrel 2.5 mg/mL Metered-Dose Inhaler,Clopidogrel,CLOPBRAND-17,Clopidogrel,INH,Metered-Dose Inhaler,INHALATION,2.5 mg/mL,2.5,mg/mL,Ophthalmology,NDA-926596,48,Store in dry place,LDPE bag,True,2026-02-28T06:26:33.561343
786436213586570348,PROD-00293,Atorvastatin 50 mg Film-Coated Tablet,Atorvastatin,,Atorvastatin,TAB,Film-Coated Tablet,OPHTHALMIC,50 mg,50.0,mg,CNS,NDA-100708,60,Store below 30C,Amber glass bottle,True,2026-02-28T06:26:33.561349
884423767012445437,PROD-00294,Lisinopril 2.5 mg/mL Lyophilized Powder,Lisinopril,LISIBRAND-36,Lisinopril,LYOPH,Lyophilized Powder,IM,2.5 mg/mL,2.5,mg/mL,Cardiology,NDA-362552,24,Store at 2-8C,Amber glass bottle,True,2026-02-28T06:26:33.561355
1108315149348223791,PROD-00295,Insulin Glargine 10 mg Extended-Release Tablet,Insulin Glargine,INSUBRAND-93,Insulin Glargine,TAB,Extended-Release Tablet,NASAL,10 mg,10.0,mg,Hematology,NDA-550081,24,Store in dry place,HDPE bottle,True,2026-02-28T06:26:33.561360
86322930984880876,PROD-00296,Acetaminophen 1% Chewable Tablet,Acetaminophen,,Acetaminophen,TAB,Chewable Tablet,IV,1%,,mg,Immunology,NDA-566686,24,Store below 25C,Amber glass bottle,True,2026-02-28T06:26:33.561365
502686427232160439,PROD-00297,Valsartan 50 mg Metered-Dose Inhaler,Valsartan,VALSBRAND-62,Valsartan,INH,Metered-Dose Inhaler,NASAL,50 mg,50.0,mg,Cardiology,NDA-193670,24,Store below 25C,PVC/Alu blister,True,2026-02-28T06:26:33.561370
771578090231413107,PROD-00298,Fluoxetine 2.5 mg/mL Lyophilized Powder,Fluoxetine,FLUOBRAND-97,Fluoxetine,LYOPH,Lyophilized Powder,IM,2.5 mg/mL,2.5,mg/mL,CNS,NDA-810029,36,Store below 25C,Prefilled syringe,True,2026-02-28T06:26:33.561378
